target_support,ligand_support,component,descriptor,descriptor_spearman_rho,dockstring_target,docking44_slope_per_descriptor_sd,dockstring_term_slope_per_descriptor_sd
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,AR,0.4828635088286998,-0.28168718761110356
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,PTGS2,0.4437132110090549,-0.22722848832714207
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,ACHE,-0.1729644194779466,0.020382800610250072
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,DRD2,-0.0364321346513515,-0.17071428516253948
all_9_mapped_targets,all_selected_ligands,post_repulsion,heavy_atoms,-0.55,LCK,-0.099457348017531,-0.16841887773158215
all_9_mapped_targets,all_selected_ligands,post_repulsion,molecular_weight,-0.5,NR3C1,0.181761587978138,0.7895581907506906
all_9_mapped_targets,all_selected_ligands,post_repulsion,molecular_weight,-0.5,ADRB2,-0.1933161663540562,0.07754751843752065
all_9_mapped_targets,all_selected_ligands,post_repulsion,molecular_weight,-0.5,ADRB1,-0.304916058350481,0.004131459477699455
all_9_mapped_targets,all_selected_ligands,post_repulsion,molecular_weight,-0.5,ADORA2A,0.0330735591252509,-0.06809426196005317
all_9_mapped_targets,all_selected_ligands,post_repulsion,molecular_weight,-0.5,AR,0.4173901626894785,-0.25780754655217414
all_9_mapped_targets,all_selected_ligands,post_repulsion,molecular_weight,-0.5,PTGS2,0.4112464691827339,-0.22826114128632713
all_9_mapped_targets,all_selected_ligands,post_repulsion,molecular_weight,-0.5,ACHE,-0.0931613913374121,0.02231828576627919
all_9_mapped_targets,all_selected_ligands,post_repulsion,molecular_weight,-0.5,DRD2,-0.0166485895484512,-0.17615041261766012
