component,response,descriptor,spearman_rho,p_value_descriptive_only
pre_hydrogen,row_mean,tpsa,-0.7702422630888516,1.0788519335876855e-101
pre_hydrogen,residual_rms,tpsa,0.5182876320884553,1.5390885634214593e-36
pre_hydrogen,row_mean,hbd,-0.6372403195380874,1.1064316985864113e-59
pre_hydrogen,residual_rms,hbd,0.40367985826366237,1.730916876316816e-21
pre_hydrogen,row_mean,hba,-0.528430386581418,3.627588734250895e-38
pre_hydrogen,residual_rms,hba,0.41627209414576416,7.090583537106731e-23
pre_hydrogen,row_mean,rotatable_bonds,-0.4439534478178217,3.860316274258961e-26
pre_hydrogen,residual_rms,rotatable_bonds,0.331373982876069,1.3780035435799286e-14
pre_hydrogen,row_mean,rdkit_rotatable_bonds,-0.4439534478178217,3.860316274258961e-26
pre_hydrogen,residual_rms,rdkit_rotatable_bonds,0.331373982876069,1.3780035435799286e-14
pre_hydrogen,row_mean,ring_count,0.11141693684198258,0.01164329798777314
pre_hydrogen,residual_rms,ring_count,-0.03896755362019723,0.37890577922988933
