workbook_compound_index_1based,workbook_excel_column_1based,workbook_compound_name,workbook_cas,complete_fixed21,missing_fixed21_targets,pubchem_cas_query,pubchem_cas_query_cids,pubchem_name_query,pubchem_name_query_cids,pubchem_cas_query_url,pubchem_name_query_url,pubchem_cid,resolution_status,resolution_ambiguity,resolution_decision,pubchem_access_date,candidate_pubchem_cids,candidate_pubchem_inchikeys,candidate_connectivity_blocks,pubchem_smiles,pubchem_connectivity_smiles,pubchem_inchikey,pubchem_iupac_name,rdkit_standard_inchikey,rdkit_connectivity,rdkit_canonical_isomeric_smiles,rdkit_canonical_nonisomeric_smiles,structure_fragment_count,pubchem_rdkit_inchikey_agree,structure_usable,candidate_only_connectivity_blocks,de_leakage_connectivity_blocks
98,99,NF-kB Activation Inhibitor,545380-34-5,True,,545380-34-5,509554,NF-kB Activation Inhibitor,509554,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/545380-34-5/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/NF-kB%20Activation%20Inhibitor/cids/JSON,509554,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,509554,IBAKVEUZKHOWNG-UHFFFAOYSA-N,IBAKVEUZKHOWNG,C1=CC=C(C=C1)OC2=CC=C(C=C2)CCNC3=NC=NC4=C3C=C(C=C4)N,C1=CC=C(C=C1)OC2=CC=C(C=C2)CCNC3=NC=NC4=C3C=C(C=C4)N,IBAKVEUZKHOWNG-UHFFFAOYSA-N,"4-N-[2-(4-phenoxyphenyl)ethyl]quinazoline-4,6-diamine",IBAKVEUZKHOWNG-UHFFFAOYSA-N,IBAKVEUZKHOWNG,Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1,Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1,1,True,True,,IBAKVEUZKHOWNG
99,100,p38 MAP Kinase Inhibitor III,581098-48-8,True,,581098-48-8,10938334,p38 MAP Kinase Inhibitor III,6419739,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/581098-48-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/p38%20MAP%20Kinase%20Inhibitor%20III/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,6419739;10938334,VXPWQNBKEIVYIS-HNNXBMFYSA-N;VXPWQNBKEIVYIS-UHFFFAOYSA-N,VXPWQNBKEIVYIS,,,,,,,,,,False,False,VXPWQNBKEIVYIS,VXPWQNBKEIVYIS
100,101,p38 MAP Kinase Inhibitor,219138-24-6,True,,219138-24-6,4665,p38 MAP Kinase Inhibitor,4665,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/219138-24-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/p38%20MAP%20Kinase%20Inhibitor/cids/JSON,4665,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,4665,DZFBYHUKZSRPHU-UHFFFAOYSA-N,DZFBYHUKZSRPHU,C1=CC(=CC=C1C2=C(NN(C2=O)C3=CC=C(C=C3)Cl)C4=CC=NC=C4)F,C1=CC(=CC=C1C2=C(NN(C2=O)C3=CC=C(C=C3)Cl)C4=CC=NC=C4)F,DZFBYHUKZSRPHU-UHFFFAOYSA-N,2-(4-chlorophenyl)-4-(4-fluorophenyl)-5-pyridin-4-yl-1H-pyrazol-3-one,DZFBYHUKZSRPHU-UHFFFAOYSA-N,DZFBYHUKZSRPHU,O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,1,True,True,,DZFBYHUKZSRPHU
101,102,PD 98059,167869-21-8,True,,167869-21-8,4713,PD 98059,4713,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/167869-21-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PD%2098059/cids/JSON,4713,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,4713,QFWCYNPOPKQOKV-UHFFFAOYSA-N,QFWCYNPOPKQOKV,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,QFWCYNPOPKQOKV-UHFFFAOYSA-N,2-(2-amino-3-methoxyphenyl)chromen-4-one,QFWCYNPOPKQOKV-UHFFFAOYSA-N,QFWCYNPOPKQOKV,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,1,True,True,,QFWCYNPOPKQOKV
102,103,PD 169316,152121-53-4,True,,152121-53-4,4712,PD 169316,4712,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/152121-53-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PD%20169316/cids/JSON,4712,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,4712,BGIYKDUASORTBB-UHFFFAOYSA-N,BGIYKDUASORTBB,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)[N+](=O)[O-],C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)[N+](=O)[O-],BGIYKDUASORTBB-UHFFFAOYSA-N,4-[4-(4-fluorophenyl)-2-(4-nitrophenyl)-1H-imidazol-5-yl]pyridine,BGIYKDUASORTBB-UHFFFAOYSA-N,BGIYKDUASORTBB,O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,1,True,True,,BGIYKDUASORTBB
103,104,PD 158780,171179-06-9,True,,171179-06-9,4707,PD 158780,4707,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/171179-06-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PD%20158780/cids/JSON,4707,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,4707,KFHMLBXBRCITHF-UHFFFAOYSA-N,KFHMLBXBRCITHF,CNC1=NC=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br,CNC1=NC=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br,KFHMLBXBRCITHF-UHFFFAOYSA-N,"4-N-(3-bromophenyl)-6-N-methylpyrido[3,4-d]pyrimidine-4,6-diamine",KFHMLBXBRCITHF-UHFFFAOYSA-N,KFHMLBXBRCITHF,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,True,True,,KFHMLBXBRCITHF
104,105,PD 174265,216163-53-0,True,,216163-53-0,4709,PD 174265,4709,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/216163-53-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PD%20174265/cids/JSON,4709,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,4709,WUPUZEMRHDROEO-UHFFFAOYSA-N,WUPUZEMRHDROEO,CCC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,CCC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,WUPUZEMRHDROEO-UHFFFAOYSA-N,N-[4-(3-bromoanilino)quinazolin-6-yl]propanamide,WUPUZEMRHDROEO-UHFFFAOYSA-N,WUPUZEMRHDROEO,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,True,True,,WUPUZEMRHDROEO
105,106,PDGF Receptor Tyrosine Kinase Inhibitor II,249762-74-1,True,,249762-74-1,5330548,PDGF Receptor Tyrosine Kinase Inhibitor II,5330548,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/249762-74-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PDGF%20Receptor%20Tyrosine%20Kinase%20Inhibitor%20II/cids/JSON,5330548,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5330548,CZDUJGOCEPWCNA-UHFFFAOYSA-N,CZDUJGOCEPWCNA,CCCC(=O)OC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=CC=CC=C4N3,CCCC(=O)OC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=CC=CC=C4N3,CZDUJGOCEPWCNA-UHFFFAOYSA-N,[2-(1H-indole-2-carbonyl)-1H-indol-5-yl] butanoate,CZDUJGOCEPWCNA-UHFFFAOYSA-N,CZDUJGOCEPWCNA,CCCC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,CCCC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,1,True,True,,CZDUJGOCEPWCNA
106,107,PDGF Receptor Tyrosine Kinase Inhibitor III,205254-94-0,True,,205254-94-0,10907042,PDGF Receptor Tyrosine Kinase Inhibitor III,10907042,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/205254-94-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PDGF%20Receptor%20Tyrosine%20Kinase%20Inhibitor%20III/cids/JSON,10907042,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,10907042,INTPTKHSGKBHHW-UHFFFAOYSA-N,INTPTKHSGKBHHW,COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CC=C(C=C4)OC5=CC=CC=C5)OC,COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CC=C(C=C4)OC5=CC=CC=C5)OC,INTPTKHSGKBHHW-UHFFFAOYSA-N,"4-(6,7-dimethoxyquinazolin-4-yl)-N-(4-phenoxyphenyl)piperazine-1-carboxamide",INTPTKHSGKBHHW-UHFFFAOYSA-N,INTPTKHSGKBHHW,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,1,True,True,,INTPTKHSGKBHHW
107,108,PDGF Receptor Tyrosine Kinase Inhibitor IV,627518-40-5,True,,627518-40-5,9797370,PDGF Receptor Tyrosine Kinase Inhibitor IV,9797370,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/627518-40-5/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PDGF%20Receptor%20Tyrosine%20Kinase%20Inhibitor%20IV/cids/JSON,9797370,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9797370,ZDNURMVOKAERHZ-UHFFFAOYSA-N,ZDNURMVOKAERHZ,COC1=C(C=C2C(=C1)CC3=C2NN=C3NC4=CC(=CC=C4)F)OC,COC1=C(C=C2C(=C1)CC3=C2NN=C3NC4=CC(=CC=C4)F)OC,ZDNURMVOKAERHZ-UHFFFAOYSA-N,"N-(3-fluorophenyl)-6,7-dimethoxy-1,4-dihydroindeno[2,1-d]pyrazol-3-amine",ZDNURMVOKAERHZ-UHFFFAOYSA-N,ZDNURMVOKAERHZ,COc1cc2c(cc1OC)-c1[nH]nc(Nc3cccc(F)c3)c1C2,COc1cc2c(cc1OC)-c1[nH]nc(Nc3cccc(F)c3)c1C2,1,True,True,,ZDNURMVOKAERHZ
108,109,PDGF RTK Inhibitor,347155-76-4,True,,347155-76-4,11554659,PDGF RTK Inhibitor,11554659,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/347155-76-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PDGF%20RTK%20Inhibitor/cids/JSON,11554659,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11554659,ZXGIBSBJQLLUEE-UHFFFAOYSA-N,ZXGIBSBJQLLUEE,CC1=CC=CC=C1C(=O)NC(=S)NC2=CC=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC,CC1=CC=CC=C1C(=O)NC(=S)NC2=CC=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC,ZXGIBSBJQLLUEE-UHFFFAOYSA-N,"N-[[4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]carbamothioyl]-2-methylbenzamide",ZXGIBSBJQLLUEE-UHFFFAOYSA-N,ZXGIBSBJQLLUEE,COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4C)cc3)c2cc1OC,COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4C)cc3)c2cc1OC,1,True,True,,ZXGIBSBJQLLUEE
109,110,PDK1/Akt/Flt Dual Pathway Inhibitor,331253-86-2,True,,331253-86-2,5113385,PDK1/Akt/Flt Dual Pathway Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/331253-86-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PDK1%2FAkt%2FFlt%20Dual%20Pathway%20Inhibitor/cids/JSON,5113385,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,5113385,DPANHMGWPXVBQI-UHFFFAOYSA-N,DPANHMGWPXVBQI,C1=CC=C2C(=C1)C3=NC4=NN=NN4N=C3C2=O,C1=CC=C2C(=C1)C3=NC4=NN=NN4N=C3C2=O,DPANHMGWPXVBQI-UHFFFAOYSA-N,"10,11,12,13,14,16-hexazatetracyclo[7.7.0.02,7.011,15]hexadeca-1(16),2,4,6,9,12,14-heptaen-8-one",DPANHMGWPXVBQI-UHFFFAOYSA-N,DPANHMGWPXVBQI,O=C1c2ccccc2-c2nc3nnnn3nc21,O=C1c2ccccc2-c2nc3nnnn3nc21,1,True,True,,DPANHMGWPXVBQI
110,111,PKR Inhibitor,608512-97-6,True,,608512-97-6,6490494,PKR Inhibitor,6490494,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/608512-97-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PKR%20Inhibitor/cids/JSON,6490494,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,6490494,VFBGXTUGODTSPK-BAQGIRSFSA-N,VFBGXTUGODTSPK,C1=CC2=C(C\3=C1NC(=O)/C3=C\C4=CN=CN4)SC=N2,C1=CC2=C(C3=C1NC(=O)C3=CC4=CN=CN4)SC=N2,VFBGXTUGODTSPK-BAQGIRSFSA-N,"(8Z)-8-(1H-imidazol-5-ylmethylidene)-6H-pyrrolo[2,3-g][1,3]benzothiazol-7-one",VFBGXTUGODTSPK-BAQGIRSFSA-N,VFBGXTUGODTSPK,O=C1Nc2ccc3ncsc3c2/C1=C/c1cnc[nH]1,O=C1Nc2ccc3ncsc3c2C1=Cc1cnc[nH]1,1,True,True,,VFBGXTUGODTSPK
111,112,"PKR Inhibitor, Negative Control",852547-30-9,True,,852547-30-9,24906292,"PKR Inhibitor, Negative Control",16760619,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/852547-30-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PKR%20Inhibitor%2C%20Negative%20Control/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,16760619;24906292,ZJFMARHFPUZEKI-KMKOMSMNSA-N;ZJFMARHFPUZEKI-UHFFFAOYSA-N,ZJFMARHFPUZEKI,,,,,,,,,,False,False,ZJFMARHFPUZEKI,ZJFMARHFPUZEKI
112,113,PI-103,371935-74-9,True,,371935-74-9,9884685,PI-103,9884685,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/371935-74-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PI-103/cids/JSON,9884685,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9884685,TUVCWJQQGGETHL-UHFFFAOYSA-N,TUVCWJQQGGETHL,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,TUVCWJQQGGETHL-UHFFFAOYSA-N,"3-(6-morpholin-4-yl-8-oxa-3,5,10-triazatricyclo[7.4.0.02,7]trideca-1(9),2(7),3,5,10,12-hexaen-4-yl)phenol",TUVCWJQQGGETHL-UHFFFAOYSA-N,TUVCWJQQGGETHL,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,1,True,True,,TUVCWJQQGGETHL
113,114,PI 3-Kg Inhibitor,648450-29-7,True,,648450-29-7,10377751,PI 3-Kg Inhibitor,5289247,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/648450-29-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PI%203-Kg%20Inhibitor/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,5289247;10377751,SQWZFLMPDUSYGV-POHAHGRESA-N;SQWZFLMPDUSYGV-UXBLZVDNSA-N,SQWZFLMPDUSYGV,,,,,,,,,,False,False,SQWZFLMPDUSYGV,SQWZFLMPDUSYGV
114,115,PI 3-Kg Inhibitor II,648449-76-7,True,,648449-76-7,5287855;11492951;53394675,PI 3-Kg Inhibitor II,5287855,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/648449-76-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PI%203-Kg%20Inhibitor%20II/cids/JSON,5287855,resolved_unique_cas_name_intersection,False,unique_intersection,2026-08-10,5287855;11492951;53394675,SRLVNYDXMUGOFI-UHFFFAOYSA-N;SRLVNYDXMUGOFI-XBXARRHUSA-N;SRLVNYDXMUGOFI-YWEYNIOJSA-N,SRLVNYDXMUGOFI,C1=CC2=C(C=C1/C=C\3/C(=O)NC(=O)S3)OC(O2)(F)F,C1=CC2=C(C=C1C=C3C(=O)NC(=O)S3)OC(O2)(F)F,SRLVNYDXMUGOFI-YWEYNIOJSA-N,"(5Z)-5-[(2,2-difluoro-1,3-benzodioxol-5-yl)methylidene]-1,3-thiazolidine-2,4-dione",SRLVNYDXMUGOFI-YWEYNIOJSA-N,SRLVNYDXMUGOFI,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,O=C1NC(=O)C(=Cc2ccc3c(c2)OC(F)(F)O3)S1,1,True,True,,SRLVNYDXMUGOFI
115,116,PP3,5334-30-5,True,,5334-30-5,4879,PP3,4879,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/5334-30-5/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PP3/cids/JSON,4879,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,4879,KKDPIZPUTYIBFX-UHFFFAOYSA-N,KKDPIZPUTYIBFX,C1=CC=C(C=C1)N2C3=NC=NC(=C3C=N2)N,C1=CC=C(C=C1)N2C3=NC=NC(=C3C=N2)N,KKDPIZPUTYIBFX-UHFFFAOYSA-N,"1-phenylpyrazolo[3,4-d]pyrimidin-4-amine",KKDPIZPUTYIBFX-UHFFFAOYSA-N,KKDPIZPUTYIBFX,Nc1ncnc2c1cnn2-c1ccccc1,Nc1ncnc2c1cnn2-c1ccccc1,1,True,True,,KKDPIZPUTYIBFX
116,117,"PP1 Analog II, 1NM-PP1",221244-14-0,True,,221244-14-0,5154691,"PP1 Analog II, 1NM-PP1",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/221244-14-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PP1%20Analog%20II%2C%201NM-PP1/cids/JSON,5154691,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,5154691,GDQXJQSQYMMKRA-UHFFFAOYSA-N,GDQXJQSQYMMKRA,CC(C)(C)N1C2=NC=NC(=C2C(=N1)CC3=CC=CC4=CC=CC=C43)N,CC(C)(C)N1C2=NC=NC(=C2C(=N1)CC3=CC=CC4=CC=CC=C43)N,GDQXJQSQYMMKRA-UHFFFAOYSA-N,"1-tert-butyl-3-(naphthalen-1-ylmethyl)pyrazolo[3,4-d]pyrimidin-4-amine",GDQXJQSQYMMKRA-UHFFFAOYSA-N,GDQXJQSQYMMKRA,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,1,True,True,,GDQXJQSQYMMKRA
117,118,"Staurosporine, N-benzoyl-",120685-11-2,True,,120685-11-2,9829523,"Staurosporine, N-benzoyl-",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/120685-11-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Staurosporine%2C%20N-benzoyl-/cids/JSON,9829523,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,9829523,BMGQWWVMWDBQGC-IIFHNQTCSA-N,BMGQWWVMWDBQGC,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,BMGQWWVMWDBQGC-IIFHNQTCSA-N,"N-[(2S,3R,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-N-methylbenzamide",BMGQWWVMWDBQGC-IIFHNQTCSA-N,BMGQWWVMWDBQGC,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1,True,True,,BMGQWWVMWDBQGC
118,119,PKCbII/EGFR Inhibitor,145915-60-2,True,,145915-60-2,6711154,PKCbII/EGFR Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/145915-60-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PKCbII%2FEGFR%20Inhibitor/cids/JSON,6711154,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,6711154,RONQPWQYDRPRGG-UHFFFAOYSA-N,RONQPWQYDRPRGG,C1=CC(=CC=C1NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=C(C=C4)F)F,C1=CC(=CC=C1NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=C(C=C4)F)F,RONQPWQYDRPRGG-UHFFFAOYSA-N,"5,6-bis(4-fluoroanilino)isoindole-1,3-dione",RONQPWQYDRPRGG-UHFFFAOYSA-N,RONQPWQYDRPRGG,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,1,True,True,,RONQPWQYDRPRGG
119,120,PKCb Inhibitor,257879-35-9,True,,257879-35-9,6419755,PKCb Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/257879-35-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/PKCb%20Inhibitor/cids/JSON,6419755,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,6419755,KIWODJBCHRADND-UHFFFAOYSA-N,KIWODJBCHRADND,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CN(C4=CC=CC=C43)CCCN5C=CN=C5,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CN(C4=CC=CC=C43)CCCN5C=CN=C5,KIWODJBCHRADND-UHFFFAOYSA-N,"3-anilino-4-[1-(3-imidazol-1-ylpropyl)indol-3-yl]pyrrole-2,5-dione",KIWODJBCHRADND-UHFFFAOYSA-N,KIWODJBCHRADND,O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3ccccc23)=C1Nc1ccccc1,O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3ccccc23)=C1Nc1ccccc1,1,True,True,,KIWODJBCHRADND
120,121,Purvalanol A,212844-53-6,True,,212844-53-6,456214,Purvalanol A,456214,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/212844-53-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Purvalanol%20A/cids/JSON,456214,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,456214,PMXCMJLOPOFPBT-HNNXBMFYSA-N,PMXCMJLOPOFPBT,CC(C)[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC=C3)Cl,CC(C)C(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC=C3)Cl,PMXCMJLOPOFPBT-HNNXBMFYSA-N,(2R)-2-[[6-(3-chloroanilino)-9-propan-2-ylpurin-2-yl]amino]-3-methylbutan-1-ol,PMXCMJLOPOFPBT-HNNXBMFYSA-N,PMXCMJLOPOFPBT,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,CC(C)C(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,1,True,True,,PMXCMJLOPOFPBT
