workbook_compound_index_1based,workbook_excel_column_1based,workbook_compound_name,workbook_cas,complete_fixed21,missing_fixed21_targets,pubchem_cas_query,pubchem_cas_query_cids,pubchem_name_query,pubchem_name_query_cids,pubchem_cas_query_url,pubchem_name_query_url,pubchem_cid,resolution_status,resolution_ambiguity,resolution_decision,pubchem_access_date,candidate_pubchem_cids,candidate_pubchem_inchikeys,candidate_connectivity_blocks,pubchem_smiles,pubchem_connectivity_smiles,pubchem_inchikey,pubchem_iupac_name,rdkit_standard_inchikey,rdkit_connectivity,rdkit_canonical_isomeric_smiles,rdkit_canonical_nonisomeric_smiles,structure_fragment_count,pubchem_rdkit_inchikey_agree,structure_usable,candidate_only_connectivity_blocks,de_leakage_connectivity_blocks
1,2,ATM Kinase Inhibitor,587871-26-9,True,,587871-26-9,5278396,ATM Kinase Inhibitor,5278396,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/587871-26-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ATM%20Kinase%20Inhibitor/cids/JSON,5278396,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5278396,XRKYMMUGXMWDAO-UHFFFAOYSA-N,XRKYMMUGXMWDAO,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,XRKYMMUGXMWDAO-UHFFFAOYSA-N,2-morpholin-4-yl-6-thianthren-1-ylpyran-4-one,XRKYMMUGXMWDAO-UHFFFAOYSA-N,XRKYMMUGXMWDAO,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,1,True,True,,XRKYMMUGXMWDAO
2,3,ATM/ATR Kinase Inhibitor,905973-89-9,True,,905973-89-9,6605258,ATM/ATR Kinase Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/905973-89-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ATM%2FATR%20Kinase%20Inhibitor/cids/JSON,6605258,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,6605258,HLCDNLNLQNYZTK-UHFFFAOYSA-N,HLCDNLNLQNYZTK,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-],HLCDNLNLQNYZTK-UHFFFAOYSA-N,"2,2-diphenyl-N-[2,2,2-trichloro-1-[(4-fluoro-3-nitrophenyl)carbamothioylamino]ethyl]acetamide",HLCDNLNLQNYZTK-UHFFFAOYSA-N,HLCDNLNLQNYZTK,O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1,O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1,1,True,True,,HLCDNLNLQNYZTK
3,4,AG 1024,65678-07-1,True,,65678-07-1,2044,AG 1024,2044,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/65678-07-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/AG%201024/cids/JSON,2044,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,2044,ABBADGFSRBWENF-UHFFFAOYSA-N,ABBADGFSRBWENF,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,ABBADGFSRBWENF-UHFFFAOYSA-N,2-[(3-bromo-5-tert-butyl-4-hydroxyphenyl)methylidene]propanedinitrile,ABBADGFSRBWENF-UHFFFAOYSA-N,ABBADGFSRBWENF,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,1,True,True,,ABBADGFSRBWENF
4,5,AGL 2043,226717-28-8,True,,226717-28-8,9817165,AGL 2043,9817165,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/226717-28-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/AGL%202043/cids/JSON,9817165,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9817165,ZGDACLBJJXLKJY-UHFFFAOYSA-N,ZGDACLBJJXLKJY,CC1=NC2=C(N1C)C=C3C(=C2)N=C(C=N3)C4=CC=CS4,CC1=NC2=C(N1C)C=C3C(=C2)N=C(C=N3)C4=CC=CS4,ZGDACLBJJXLKJY-UHFFFAOYSA-N,"1,2-dimethyl-6-thiophen-2-ylimidazo[4,5-g]quinoxaline",ZGDACLBJJXLKJY-UHFFFAOYSA-N,ZGDACLBJJXLKJY,Cc1nc2cc3nc(-c4cccs4)cnc3cc2n1C,Cc1nc2cc3nc(-c4cccs4)cnc3cc2n1C,1,True,True,,ZGDACLBJJXLKJY
5,6,Akt Inhibitor IV,681281-88-9,True,,681281-88-9,5719375,Akt Inhibitor IV,5719375,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/681281-88-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Akt%20Inhibitor%20IV/cids/JSON,5719375,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5719375,NAYRELMNTQSBIN-UHFFFAOYSA-M,NAYRELMNTQSBIN,CC[N+]1=C(N(C2=C1C=C(C=C2)C3=NC4=CC=CC=C4S3)C5=CC=CC=C5)/C=C/N(C)C6=CC=CC=C6.[I-],CC[N+]1=C(N(C2=C1C=C(C=C2)C3=NC4=CC=CC=C4S3)C5=CC=CC=C5)C=CN(C)C6=CC=CC=C6.[I-],NAYRELMNTQSBIN-UHFFFAOYSA-M,"N-[(E)-2-[5-(1,3-benzothiazol-2-yl)-3-ethyl-1-phenylbenzimidazol-3-ium-2-yl]ethenyl]-N-methylaniline iodide",NAYRELMNTQSBIN-UHFFFAOYSA-M,NAYRELMNTQSBIN,CC[n+]1c(/C=C/N(C)c2ccccc2)n(-c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc21.[I-],CC[n+]1c(C=CN(C)c2ccccc2)n(-c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc21.[I-],2,True,True,,NAYRELMNTQSBIN
6,7,"Akt Inhibitor V, Triciribine",35943-35-2,True,,35943-35-2,65399,"Akt Inhibitor V, Triciribine",290486,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/35943-35-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Akt%20Inhibitor%20V%2C%20Triciribine/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,65399;290486,HOGVTUZUJGHKPL-HTVVRFAVSA-N;HOGVTUZUJGHKPL-UHFFFAOYSA-N,HOGVTUZUJGHKPL,,,,,,,,,,False,False,HOGVTUZUJGHKPL,HOGVTUZUJGHKPL
7,8,"Akt Inhibitor VIII, Isozyme-Selective, Akti-1/2",612847-09-3,True,,612847-09-3,135398501,"Akt Inhibitor VIII, Isozyme-Selective, Akti-1/2",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/612847-09-3/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Akt%20Inhibitor%20VIII%2C%20Isozyme-Selective%2C%20Akti-1%2F2/cids/JSON,135398501,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,135398501,IWCQHVUQEFDRIW-UHFFFAOYSA-N,IWCQHVUQEFDRIW,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,IWCQHVUQEFDRIW-UHFFFAOYSA-N,"3-[1-[[4-(6-phenyl-8H-imidazo[4,5-g]quinoxalin-7-yl)phenyl]methyl]piperidin-4-yl]-1H-benzimidazol-2-one",IWCQHVUQEFDRIW-UHFFFAOYSA-N,IWCQHVUQEFDRIW,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3[nH]c4cc5ncnc5cc4nc3-c3ccccc3)cc2)CC1,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3[nH]c4cc5ncnc5cc4nc3-c3ccccc3)cc2)CC1,1,True,True,,IWCQHVUQEFDRIW
8,9,Akt Inhibitor X,925681-41-0,True,,925681-41-0,16760284,Akt Inhibitor X,16760284,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/925681-41-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Akt%20Inhibitor%20X/cids/JSON,16760284,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,16760284,SVKSJUIYYCQZEC-UHFFFAOYSA-N,SVKSJUIYYCQZEC,CCN(CC)CCCCN1C2=CC=CC=C2OC3=C1C=C(C=C3)Cl.Cl,CCN(CC)CCCCN1C2=CC=CC=C2OC3=C1C=C(C=C3)Cl.Cl,SVKSJUIYYCQZEC-UHFFFAOYSA-N,"4-(2-chlorophenoxazin-10-yl)-N,N-diethylbutan-1-amine;hydrochloride",SVKSJUIYYCQZEC-UHFFFAOYSA-N,SVKSJUIYYCQZEC,CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21.Cl,CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21.Cl,2,True,True,,SVKSJUIYYCQZEC
9,10,Alsterpaullone,237430-03-4,True,,237430-03-4,5005498,Alsterpaullone,5005498,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/237430-03-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Alsterpaullone/cids/JSON,5005498,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5005498,OLUKILHGKRVDCT-UHFFFAOYSA-N,OLUKILHGKRVDCT,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],OLUKILHGKRVDCT-UHFFFAOYSA-N,"9-nitro-7,12-dihydro-5H-indolo[3,2-d][1]benzazepin-6-one",OLUKILHGKRVDCT-UHFFFAOYSA-N,OLUKILHGKRVDCT,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,1,True,True,,OLUKILHGKRVDCT
10,11,Alsterpaullone 2-Cyanoethyl,852527-97-0,True,,852527-97-0,16760286,Alsterpaullone 2-Cyanoethyl,16760286,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/852527-97-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Alsterpaullone%202-Cyanoethyl/cids/JSON,16760286,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,16760286,UBLFSMURWWWWMH-UHFFFAOYSA-N,UBLFSMURWWWWMH,C1C2=C(C3=C(C=CC(=C3)CCC#N)NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],C1C2=C(C3=C(C=CC(=C3)CCC#N)NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],UBLFSMURWWWWMH-UHFFFAOYSA-N,"3-(9-nitro-6-oxo-7,12-dihydro-5H-indolo[3,2-d][1]benzazepin-2-yl)propanenitrile",UBLFSMURWWWWMH-UHFFFAOYSA-N,UBLFSMURWWWWMH,N#CCCc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2,N#CCCc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2,1,True,True,,UBLFSMURWWWWMH
11,12,"Aloisine A, RP107",496864-16-5,True,,496864-16-5,448912,"Aloisine A, RP107",448912,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/496864-16-5/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aloisine%20A%2C%20RP107/cids/JSON,448912,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,448912,PRIGRJPRGZCFAS-UHFFFAOYSA-N,PRIGRJPRGZCFAS,CCCCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)O,CCCCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)O,PRIGRJPRGZCFAS-UHFFFAOYSA-N,"4-(7-butyl-5H-pyrrolo[2,3-b]pyrazin-6-yl)phenol",PRIGRJPRGZCFAS-UHFFFAOYSA-N,PRIGRJPRGZCFAS,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,1,True,True,,PRIGRJPRGZCFAS
12,13,"Aloisine, RP106",496864-15-4,True,,496864-15-4,3641059,"Aloisine, RP106",3641059,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/496864-15-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aloisine%2C%20RP106/cids/JSON,3641059,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,3641059,WVMANZPBOBRWCB-UHFFFAOYSA-N,WVMANZPBOBRWCB,CCCCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)OC,CCCCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)OC,WVMANZPBOBRWCB-UHFFFAOYSA-N,"7-butyl-6-(4-methoxyphenyl)-5H-pyrrolo[2,3-b]pyrazine",WVMANZPBOBRWCB-UHFFFAOYSA-N,WVMANZPBOBRWCB,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,1,True,True,,WVMANZPBOBRWCB
13,14,Aminopurvalanol A,220792-57-4,True,,220792-57-4,6604931,Aminopurvalanol A,6604931,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/220792-57-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aminopurvalanol%20A/cids/JSON,6604931,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,6604931,RAMROQQYRRQPDL-HNNXBMFYSA-N,RAMROQQYRRQPDL,CC(C)[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC(=C3)N)Cl,CC(C)C(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC(=C3)N)Cl,RAMROQQYRRQPDL-HNNXBMFYSA-N,(2R)-2-[[6-(3-amino-5-chloroanilino)-9-propan-2-ylpurin-2-yl]amino]-3-methylbutan-1-ol,RAMROQQYRRQPDL-HNNXBMFYSA-N,RAMROQQYRRQPDL,CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,CC(C)C(CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,1,True,True,,RAMROQQYRRQPDL
14,15,"AMPK Inhibitor, Compound C",866405-64-3,True,,866405-64-3,11524144,"AMPK Inhibitor, Compound C",11524144,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/866405-64-3/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/AMPK%20Inhibitor%2C%20Compound%20C/cids/JSON,11524144,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11524144,XHBVYDAKJHETMP-UHFFFAOYSA-N,XHBVYDAKJHETMP,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,XHBVYDAKJHETMP-UHFFFAOYSA-N,"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",XHBVYDAKJHETMP-UHFFFAOYSA-N,XHBVYDAKJHETMP,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,1,True,True,,XHBVYDAKJHETMP
15,16,Aurora Kinase Inhibitor III,879127-16-9,True,,879127-16-9,9549303,Aurora Kinase Inhibitor III,9549303,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/879127-16-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aurora%20Kinase%20Inhibitor%20III/cids/JSON,9549303,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9549303,RDTDWGQDFJPTPD-UHFFFAOYSA-N,RDTDWGQDFJPTPD,C1CC1C(=O)NC2=CC=CC(=C2)NC3=NC=CC(=N3)NC4=CC=CC(=C4)C(F)(F)F,C1CC1C(=O)NC2=CC=CC(=C2)NC3=NC=CC(=N3)NC4=CC=CC(=C4)C(F)(F)F,RDTDWGQDFJPTPD-UHFFFAOYSA-N,N-[3-[[4-[3-(trifluoromethyl)anilino]pyrimidin-2-yl]amino]phenyl]cyclopropanecarboxamide,RDTDWGQDFJPTPD-UHFFFAOYSA-N,RDTDWGQDFJPTPD,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,1,True,True,,RDTDWGQDFJPTPD
16,17,Aurora Kinase/Cdk Inhibitor,443797-96-4,True,,443797-96-4,5330790,Aurora Kinase/Cdk Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/443797-96-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aurora%20Kinase%2FCdk%20Inhibitor/cids/JSON,5330790,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,5330790,KDKUVYLMPJIGKA-UHFFFAOYSA-N,KDKUVYLMPJIGKA,C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,KDKUVYLMPJIGKA-UHFFFAOYSA-N,"4-[[5-amino-1-(2,6-difluorobenzoyl)-1,2,4-triazol-3-yl]amino]benzenesulfonamide",KDKUVYLMPJIGKA-UHFFFAOYSA-N,KDKUVYLMPJIGKA,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,1,True,True,,KDKUVYLMPJIGKA
17,18,BAY 11-7082,19542-67-7,True,,19542-67-7,5353431,BAY 11-7082,5353431,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/19542-67-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/BAY%2011-7082/cids/JSON,5353431,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5353431,DOEWDSDBFRHVAP-KRXBUXKQSA-N,DOEWDSDBFRHVAP,CC1=CC=C(C=C1)S(=O)(=O)/C=C/C#N,CC1=CC=C(C=C1)S(=O)(=O)C=CC#N,DOEWDSDBFRHVAP-KRXBUXKQSA-N,(E)-3-(4-methylphenyl)sulfonylprop-2-enenitrile,DOEWDSDBFRHVAP-KRXBUXKQSA-N,DOEWDSDBFRHVAP,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,Cc1ccc(S(=O)(=O)C=CC#N)cc1,1,True,True,,DOEWDSDBFRHVAP
18,19,Bcr-abl Inhibitor,778270-11-4,True,,778270-11-4,5311510,Bcr-abl Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/778270-11-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Bcr-abl%20Inhibitor/cids/JSON,5311510,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,5311510,WEVYNIUIFUYDGI-UHFFFAOYSA-N,WEVYNIUIFUYDGI,C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,WEVYNIUIFUYDGI-UHFFFAOYSA-N,3-[6-[4-(trifluoromethoxy)anilino]pyrimidin-4-yl]benzamide,WEVYNIUIFUYDGI-UHFFFAOYSA-N,WEVYNIUIFUYDGI,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,1,True,True,,WEVYNIUIFUYDGI
19,20,Bisindolylmaleimide I,133052-90-1,True,,133052-90-1,2396,Bisindolylmaleimide I,2396,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/133052-90-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Bisindolylmaleimide%20I/cids/JSON,2396,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,2396,QMGUOJYZJKLOLH-UHFFFAOYSA-N,QMGUOJYZJKLOLH,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,QMGUOJYZJKLOLH-UHFFFAOYSA-N,"3-[1-[3-(dimethylamino)propyl]indol-3-yl]-4-(1H-indol-3-yl)pyrrole-2,5-dione",QMGUOJYZJKLOLH-UHFFFAOYSA-N,QMGUOJYZJKLOLH,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,1,True,True,,QMGUOJYZJKLOLH
20,21,Bisindolylmaleimide IV,119139-23-0,True,,119139-23-0,2399,Bisindolylmaleimide IV,2399,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/119139-23-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Bisindolylmaleimide%20IV/cids/JSON,2399,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,2399,DQYBRTASHMYDJG-UHFFFAOYSA-N,DQYBRTASHMYDJG,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,DQYBRTASHMYDJG-UHFFFAOYSA-N,"3,4-bis(1H-indol-3-yl)pyrrole-2,5-dione",DQYBRTASHMYDJG-UHFFFAOYSA-N,DQYBRTASHMYDJG,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,1,True,True,,DQYBRTASHMYDJG
21,22,Bohemine,189232-42-6,True,,189232-42-6,2422,Bohemine,2422,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/189232-42-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Bohemine/cids/JSON,2422,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,2422,OPQGFIAVPSXOBO-UHFFFAOYSA-N,OPQGFIAVPSXOBO,CC(C)N1C=NC2=C(N=C(N=C21)NCCCO)NCC3=CC=CC=C3,CC(C)N1C=NC2=C(N=C(N=C21)NCCCO)NCC3=CC=CC=C3,OPQGFIAVPSXOBO-UHFFFAOYSA-N,3-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]propan-1-ol,OPQGFIAVPSXOBO-UHFFFAOYSA-N,OPQGFIAVPSXOBO,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCCO)nc21,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCCO)nc21,1,True,True,,OPQGFIAVPSXOBO
22,23,BPIQ-I,174709-30-9,True,,174709-30-9,2427,BPIQ-I,2427,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/174709-30-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/BPIQ-I/cids/JSON,2427,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,2427,YAMAGACQNDAKFB-UHFFFAOYSA-N,YAMAGACQNDAKFB,CN1C=NC2=C1C=C3C(=C2)C(=NC=N3)NC4=CC(=CC=C4)Br,CN1C=NC2=C1C=C3C(=C2)C(=NC=N3)NC4=CC(=CC=C4)Br,YAMAGACQNDAKFB-UHFFFAOYSA-N,"N-(3-bromophenyl)-3-methylimidazo[4,5-g]quinazolin-8-amine",YAMAGACQNDAKFB-UHFFFAOYSA-N,YAMAGACQNDAKFB,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,1,True,True,,YAMAGACQNDAKFB
23,24,Cdk1 Inhibitor,220749-41-7,True,,220749-41-7,2607;5353486;5472558,Cdk1 Inhibitor,5472558,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/220749-41-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk1%20Inhibitor/cids/JSON,5472558,resolved_unique_cas_name_intersection,False,unique_intersection,2026-08-10,2607;5353486;5472558,QJKBRWSJWQVKLY-LCYFTJDESA-N;QJKBRWSJWQVKLY-UHFFFAOYSA-N;QJKBRWSJWQVKLY-UKTHLTGXSA-N,QJKBRWSJWQVKLY,C1=CC=C2C(=C1)/C(=C\C3=C(NC4=CC=CC=C43)Cl)/C(=O)N2,C1=CC=C2C(=C1)C(=CC3=C(NC4=CC=CC=C43)Cl)C(=O)N2,QJKBRWSJWQVKLY-UKTHLTGXSA-N,(3E)-3-[(2-chloro-1H-indol-3-yl)methylidene]-1H-indol-2-one,QJKBRWSJWQVKLY-UKTHLTGXSA-N,QJKBRWSJWQVKLY,O=C1Nc2ccccc2/C1=C\c1c(Cl)[nH]c2ccccc12,O=C1Nc2ccccc2C1=Cc1c(Cl)[nH]c2ccccc12,1,True,True,,QJKBRWSJWQVKLY
