repetition,random_equal_n_residual_pr,random_minus_full_primary_residual_pr,complete_case_minus_random_residual_pr
102,9.2634336675258755,-0.039478275190578671,4.7067616474663883
103,9.5091038440038425,0.20619190128738829,4.4610914709884213
104,9.2751891410572149,-0.027722801659239238,4.6950061739350488
105,9.3010556060510314,-0.0018563366654227309,4.6691397089412323
106,9.3885334512383558,0.085621508521901646,4.5816618637539079
107,9.3733806332619523,0.070468690545498092,4.5968146817303115
108,9.2977174394304036,-0.0051945032860505336,4.6724778755618601
109,9.1992948023357854,-0.10361714038066872,4.7709005126564783
110,9.3598364604477133,0.056924517731259172,4.6103588545445504
111,9.217409534275161,-0.085502408441293198,4.7527857807171028
112,9.402304070173459,0.099392127457004875,4.5678912448188047
113,9.3325639190900773,0.029651976373623157,4.6376313959021864
114,9.3601549190981057,0.057242976381651545,4.610040395894158
115,9.3889759443600198,0.086064001643565646,4.5812193706322439
116,9.2640669292294326,-0.038845013487021518,4.7061283857628311
117,9.313584838512579,0.010672895796124848,4.6566104764796847
118,9.2749834634003392,-0.027928479316114974,4.6952118515919246
119,9.1877271966766383,-0.11518474603981588,4.7824681183156255
120,9.2901999734262883,-0.012711969290165825,4.6799953415659754
121,9.4049708799437877,0.1020589372273335,4.5652244350484761
122,9.1627097407893352,-0.14020220192711896,4.8074855742029285
123,9.3231407326527407,0.020228789936286518,4.6470545823395231
124,9.3196289680117363,0.016717025295282184,4.6505663469805274
125,9.2243753698022601,-0.078536572914194025,4.7458199451900036
126,9.3669420179946652,0.064030075278211029,4.6032532969975986
127,9.276944209809395,-0.025967732907059116,4.6932511051828687
128,9.3380322754699598,0.035120332753505679,4.6321630395223039
129,9.206304759179945,-0.096607183536509211,4.7638905558123188
130,9.317584504278889,0.014672561562434794,4.6526108107133748
131,9.4015485625584514,0.098636619841997231,4.5686467524338124
132,9.2471708238342991,-0.05574111888215505,4.7230244911579646
133,9.2176853247815487,-0.085226617934905491,4.7525099902107151
134,9.2343010598096118,-0.068610882906842363,4.7358942551826519
135,9.466626105638742,0.1637141629222878,4.5035692093535218
136,9.3639883115670806,0.061076368850626395,4.6062070034251832
137,9.4101944053111328,0.10728246259467866,4.5600009096811309
138,9.1187043037968127,-0.18420763891964143,4.851491011195451
139,9.2221196663210083,-0.080792276395445839,4.7480756486712554
140,9.3376714777403329,0.03475953502387874,4.6325238372519308
141,9.3543364851261206,0.051424542409666429,4.6158588298661432
142,9.1929535485387923,-0.10995839417766184,4.7772417664534714
143,9.3748020312455562,0.071890088529102059,4.5953932837467075
144,9.3588873596050455,0.055975416888591312,4.6113079553872183
145,9.2271899121487433,-0.075722030567710874,4.7430054028435205
146,9.2904068622845593,-0.01250508043189491,4.6797884527077045
147,9.0736975079331632,-0.22921443478329095,4.8964978070591005
148,9.421381703577989,0.11846976086153482,4.5488136114142748
149,9.2685869706880375,-0.034324972028416667,4.7016083443042263
150,9.3014232015518985,-0.0014887411645556625,4.6687721134403652
151,9.0963828537692031,-0.20652908894725108,4.8738124612230607
152,9.4322085128803721,0.12929657016391793,4.5379868021118916
153,9.0918906158582153,-0.21102132685823882,4.8783046991340484
154,9.3067164840560554,0.0038045413396012862,4.6634788309362083
155,9.2877028823758803,-0.015209060340573899,4.6824924326163835
156,9.2786682422968241,-0.024243700419630088,4.6915270726954397
157,9.2918393239297981,-0.011072618786656108,4.6783559910624657
158,9.2886492918535062,-0.014262650862947979,4.6815460231387576
159,9.2800551556853499,-0.022856787031104275,4.6901401593069139
160,9.2743162679725053,-0.028595674743948862,4.6958790470197584
161,9.2761068202864063,-0.026805122430047845,4.6940884947058574
162,9.311100856551553,0.0081889138350987878,4.6590944584407108
163,9.3471626630390325,0.044250720322578374,4.6230326519532312
164,9.2486689971770755,-0.054242945539378695,4.7215263178151883
165,9.3337753378525434,0.030863395136089267,4.6364199771397203
166,9.2839504559396513,-0.018961486776802872,4.6862448590526125
167,9.2595129545062633,-0.043398988210190836,4.7106823604860004
168,9.2760885785353562,-0.026823364181097986,4.6941067364569076
169,9.3221494038411681,0.019237461124713917,4.6480459111510957
170,9.2954126727378341,-0.007499269978620049,4.6747826422544296
171,9.3437071547688006,0.040795212052346486,4.6264881602234631
172,9.3612710353073165,0.05835909259086236,4.6089242796849472
173,9.2263092030480358,-0.076602739668418351,4.7438861119442279
174,9.3254054637390666,0.022493521022612484,4.6447898512531971
175,9.3091838932572024,0.0062719505407482501,4.6610114217350613
176,9.2679558684469985,-0.034956074269455684,4.7022394465452653
