dataset,fold,pilot_ligands,panel_k,panel_selector,random_panel_draw,panel_indices,selected_targets,omitted_targets,training_outcome,surface,predictor,ridge_alpha,pilot_gcv,variance_weighted_r2,pooled_rmse,median_target_pearson,median_ligand_profile_pearson,mean_ligand_profile_pearson
Docking-44,4,500,8,fixed_random_panel,2,0|4|6|7|11|15|19|30,8,36,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,1,0.13173021743117036,0.25708095071359527,0.8930274769368356,0.46012890481128838,0.48426946516910696,0.47202693893965325
Docking-44,4,500,8,fixed_random_panel,2,0|4|6|7|11|15|19|30,8,36,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.18719171263804524,0.93408873797859404,0.35380088102346052,0.37491150964978637,0.36656605955737598
Docking-44,5,500,8,pilot_residual_r2_exact_kmedoids,-1,14|20|25|27|29|33|34|36,8,36,raw_outcome,raw,multivariate_ridge_gcv,10,0.1077728500586449,0.89920578673363483,0.33089857085470115,0.95880625811853792,0.45126955795205154,0.42053154563799827
Docking-44,5,500,8,pilot_residual_r2_exact_kmedoids,-1,14|20|25|27|29|33|34|36,8,36,raw_outcome,raw,selected_target_pc1,-1,-1,0.88044693828801068,0.36037731324638761,0.95514736638476117,0.26184998604560661,0.20438604748735692
Docking-44,5,500,8,pilot_residual_r2_exact_kmedoids,-1,14|20|25|27|29|33|34|36,8,36,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,10,0.1077728500586449,0.2735542073601257,0.86251229447398403,0.48472095051022779,0.47106089647480276,0.46591691082705322
Docking-44,5,500,8,pilot_residual_r2_exact_kmedoids,-1,14|20|25|27|29|33|34|36,8,36,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.16910242333675585,0.92243852804185167,0.38918514503021268,0.31462442422807119,0.33333014169392855
Docking-44,5,500,8,pilot_residual_r2_exact_kmedoids,-1,14|20|25|27|29|33|34|36,8,36,direct_residual_outcome,raw_row_centered_residual,multivariate_ridge_gcv,10,0.7145339089552758,0.27355306076286523,0.86251297515370817,0.48464251033682376,0.47106015514410737,0.46589573498418207
Docking-44,5,500,8,pilot_residual_r2_exact_kmedoids,-1,14|20|25|27|29|33|34|36,8,36,direct_residual_outcome,raw_row_centered_residual,selected_target_pc1,-1,-1,0.1373693028955848,0.93988808108721411,0.30993784292621984,0.29293513644488095,0.31020522054556859
Docking-44,5,500,8,fixed_random_panel,0,0|1|3|8|11|16|24|42,8,36,raw_outcome,raw,multivariate_ridge_gcv,1,0.13823996521936116,0.8698139452353173,0.37489407431297411,0.95487934140104436,0.57258047030646464,0.4924273169796281
Docking-44,5,500,8,fixed_random_panel,0,0|1|3|8|11|16|24|42,8,36,raw_outcome,raw,selected_target_pc1,-1,-1,0.85417482062025019,0.39677344887431326,0.94982032478646228,0.53294803504260091,0.38604307298281348
Docking-44,5,500,8,fixed_random_panel,0,0|1|3|8|11|16|24|42,8,36,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,1,0.13823996521936116,0.23596240048757444,0.87966129278480809,0.45488864968590459,0.46800438887798113,0.45452512103358028
Docking-44,5,500,8,fixed_random_panel,0,0|1|3|8|11|16|24|42,8,36,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.16459460836020978,0.91982827115555899,0.31429049746884308,0.33744315617158427,0.34624272094515757
Docking-44,5,500,8,fixed_random_panel,1,0|2|6|9|15|16|28|29,8,36,raw_outcome,raw,multivariate_ridge_gcv,1,0.13471397195763896,0.87377224234067952,0.3698653837197976,0.96078850163646357,0.5694901573907627,0.48715590839245559
Docking-44,5,500,8,fixed_random_panel,1,0|2|6|9|15|16|28|29,8,36,raw_outcome,raw,selected_target_pc1,-1,-1,0.857976185487619,0.39232577349901709,0.95561534985777974,0.5333135734655462,0.37879821013283504
Docking-44,5,500,8,fixed_random_panel,1,0|2|6|9|15|16|28|29,8,36,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,1,0.13471397195763896,0.24965352844024435,0.87519203041389815,0.4494904780091678,0.4718994651216844,0.45751325598530623
Docking-44,5,500,8,fixed_random_panel,1,0|2|6|9|15|16|28|29,8,36,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.16536609495367449,0.92303983380751853,0.32578174899799317,0.35007323464384771,0.34711538659415547
Docking-44,5,500,8,fixed_random_panel,2,0|2|7|11|14|21|22|26,8,36,raw_outcome,raw,multivariate_ridge_gcv,10,0.11003282798122363,0.89557174101152814,0.33551819620854401,0.96025177321167987,0.43414131987332327,0.41636894361682841
Docking-44,5,500,8,fixed_random_panel,2,0|2|7|11|14|21|22|26,8,36,raw_outcome,raw,selected_target_pc1,-1,-1,0.87464402494812354,0.3676034504438459,0.95212153750113493,0.2550147803286742,0.2034759668105415
Docking-44,5,500,8,fixed_random_panel,2,0|2|7|11|14|21|22|26,8,36,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,10,0.11003282798122363,0.2828885485422743,0.85402307789523246,0.52637129737538291,0.4859900083608128,0.48479720127524295
Docking-44,5,500,8,fixed_random_panel,2,0|2|7|11|14|21|22|26,8,36,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.18747069740936539,0.90906679281139802,0.41087484346486192,0.34821635057257361,0.36449680912387183
DOCKSTRING-58,1,500,8,pilot_residual_r2_exact_kmedoids,-1,7|9|11|20|21|31|43|57,8,50,raw_outcome,raw,multivariate_ridge_gcv,10,0.30824216514664637,0.72567261827956886,0.56700689071967447,0.86388333991596955,0.53530020011545898,0.50237877074651449
DOCKSTRING-58,1,500,8,pilot_residual_r2_exact_kmedoids,-1,7|9|11|20|21|31|43|57,8,50,raw_outcome,raw,selected_target_pc1,-1,-1,0.66560801568927941,0.6260105997115144,0.85121762618445629,0.32340095477546704,0.24374618635397891
DOCKSTRING-58,1,500,8,pilot_residual_r2_exact_kmedoids,-1,7|9|11|20|21|31|43|57,8,50,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,10,0.30824216514664637,0.22060085563576992,0.88788509276357019,0.43742566048954296,0.4759877775806563,0.45192807322540823
DOCKSTRING-58,1,500,8,pilot_residual_r2_exact_kmedoids,-1,7|9|11|20|21|31|43|57,8,50,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.065410994213966123,0.97227056069983153,0.21745296135688774,0.24989226682939769,0.21433704059805722
DOCKSTRING-58,1,500,8,pilot_residual_r2_exact_kmedoids,-1,7|9|11|20|21|31|43|57,8,50,direct_residual_outcome,raw_row_centered_residual,multivariate_ridge_gcv,10,0.77134575207232114,0.22057350657429653,0.8879006705398238,0.43746693488022842,0.47598082297977656,0.45190909453820516
DOCKSTRING-58,1,500,8,pilot_residual_r2_exact_kmedoids,-1,7|9|11|20|21|31|43|57,8,50,direct_residual_outcome,raw_row_centered_residual,selected_target_pc1,-1,-1,0.058434545216672129,0.97589267944090796,0.18996042015831638,0.2422346776399131,0.20228731512046227
DOCKSTRING-58,1,500,8,fixed_random_panel,0,0|1|2|22|26|41|42|48,8,50,raw_outcome,raw,multivariate_ridge_gcv,10,0.34200175822496354,0.69844839995362151,0.59156687854717549,0.87175065681053243,0.50036436557938302,0.44936149613468362
DOCKSTRING-58,1,500,8,fixed_random_panel,0,0|1|2|22|26|41|42|48,8,50,raw_outcome,raw,selected_target_pc1,-1,-1,0.65820581357044261,0.62980393142472535,0.85691390740602125,0.39167461482109989,0.28049160354752412
DOCKSTRING-58,1,500,8,fixed_random_panel,0,0|1|2|22|26|41|42|48,8,50,raw_then_derived_residual,raw_row_centered_residual,multivariate_ridge_gcv,10,0.34200175822496354,0.17811365999834872,0.9098421182509101,0.38523983085491598,0.44622640260043034,0.40671206736521631
DOCKSTRING-58,1,500,8,fixed_random_panel,0,0|1|2|22|26|41|42|48,8,50,raw_then_derived_residual,raw_row_centered_residual,selected_target_pc1,-1,-1,0.06902052948145887,0.96834520898234955,0.18520765702714811,0.2820319736079463,0.22984067419525014
DOCKSTRING-58,1,500,8,fixed_random_panel,1,0|1|9|13|26|28|32|51,8,50,raw_outcome,raw,multivariate_ridge_gcv,10,0.35816854390918951,0.68549822491953849,0.60619838010790528,0.84674444242209179,0.49015968939271581,0.43023550474623667
DOCKSTRING-58,1,500,8,fixed_random_panel,1,0|1|9|13|26|28|32|51,8,50,raw_outcome,raw,selected_target_pc1,-1,-1,0.63020588818015866,0.6573296416926715,0.82673543390546533,0.33058778774172531,0.22784390197435889
