ligand_id,target,rfscore,orig_vina
14010,5i71,7.0349485299145345,-8.9
14600,5i71,6.701032161394167,-10.2
4220,5i71,,-6.4
8026,5i71,7.124287113275607,-7.7
13380,5i71,6.280969584804075,-8.2
10751,5i71,7.642061983793988,-10.4
2381,5i71,,-8.3
9151,5i71,6.8559513535353505,-9.3
15941,5i71,7.949338079032079,-8.9
11286,5i71,7.009732370851369,-8.1
4155,8wty,3.5430326416916453,-1.2
1596,8wty,5.335486214785211,-4.8
4642,8wty,4.59221794821845,-4.6
11921,8wty,5.590278913308914,-5.2
4765,8wty,5.211475888389387,-6.3
2784,8wty,5.501853573149071,-7.1
2155,8wty,5.546475954489955,-7.6
1565,8wty,4.9207501865356855,-6.9
9184,8wty,5.320819721001219,-7.8
10614,8wty,,-6.4
6080,8wty,5.6976760428329865,-6.6
12886,8wty,6.322953373182378,-6.5
3312,8wty,7.412395381784885,-6.8
13905,8wty,5.983221041292036,-6.9
10699,8wty,,-7.5
12063,8wty,6.209955236818734,-7.6
1038,8wty,7.836533251914757,-5.3
568,8wty,5.230694055389053,-7.2
11932,8wty,6.2292679068709,-7.5
15210,8wty,6.768257890442892,-8.1
7984,8wty,5.354818730325224,-6.4
9010,8wty,5.618729684426681,-6.7
6971,8wty,6.844210456265961,-9.2
13019,8wty,5.783025104340104,-7.1
12312,8wty,6.9664880255300305,-8.4
12956,8wty,5.939785113220109,-7.8
5790,8wty,7.17389972832722,-8.0
10782,8wty,7.2292163348873375,-9.9
12679,8wty,7.197581053724051,-9.4
14010,8wty,7.020751789654786,-9.8
14600,8wty,7.0478421329781336,-11.1
4220,8wty,,-6.2
8026,8wty,7.816180833499831,-9.0
13380,8wty,6.217480007992001,-8.3
10751,8wty,7.862139927738931,-10.8
2381,8wty,,-8.3
9151,8wty,6.650797838661334,-8.6
15941,8wty,8.108474318403818,-9.4
11286,8wty,6.865861908369407,-7.6
4155,3rze,3.477718974303478,-1.2
1596,3rze,5.328609312409813,-4.9
4642,3rze,4.637028391219893,-4.7
11921,3rze,5.527890777056276,-5.3
4765,3rze,5.3777187866577805,-6.5
2784,3rze,5.908943588522585,-6.9
2155,3rze,6.379503112276613,-8.0
1565,3rze,6.048489126638065,-7.3
9184,3rze,5.759136458097455,-8.8
10614,3rze,,-7.3
6080,3rze,5.902736957264953,-6.4
12886,3rze,6.604830309357315,-7.1
3312,3rze,7.210766725718734,-6.2
13905,3rze,6.486149121878122,-7.8
10699,3rze,,-9.1
12063,3rze,6.634802120657115,-8.7
1038,3rze,5.024675605783106,-4.5
568,3rze,6.1034414004884,-7.1
11932,3rze,4.11439480708181,-6.5
15210,3rze,7.092721707792203,-7.9
7984,3rze,6.246875848429345,-7.1
9010,3rze,6.286226393217896,-5.3
6971,3rze,5.418353211122218,-7.2
13019,3rze,6.112544879329818,-5.8
12312,3rze,7.492248710123211,-7.5
12956,3rze,6.737915987734488,-8.7
5790,3rze,4.953765761516267,-6.0
10782,3rze,7.3377498598623605,-7.9
12679,3rze,6.337386066988565,-8.3
14010,3rze,7.230612911976905,-9.0
14600,3rze,7.7170447008547,-8.7
4220,3rze,,-6.1
8026,3rze,5.011345622266616,-5.9
13380,3rze,6.1860698236208185,-8.6
10751,3rze,7.666783071095572,-8.3
2381,3rze,,-6.9
9151,3rze,7.33947445665446,-5.8
15941,3rze,5.579057277777782,-5.9
11286,3rze,7.062780979076477,-5.5
