panel,match,target_a,target_b,informative_ligands,absolute_accuracy,residual_accuracy,residual_minus_absolute
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,MAPK14,108,0.4074074074074074,0.6111111111111112,0.20370370370370378
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,MAPKAPK2,66,0.9393939393939394,0.7727272727272727,-0.16666666666666674
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,MET,74,0.6891891891891891,0.7162162162162162,0.027027027027027084
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,PLK1,91,0.5604395604395604,0.5384615384615384,-0.02197802197802201
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,ROCK1,75,0.7333333333333333,0.7466666666666667,0.01333333333333342
PKIS1,standard_InChI_connectivity_block_sensitivity,EGFR,SRC,109,0.2981651376146789,0.44036697247706424,0.14220183486238536
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,IGF1R,45,0.4,0.4,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,JAK2,40,0.4375,0.5,0.0625
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,KDR,111,0.4099099099099099,0.36936936936936937,-0.040540540540540515
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,KIT,103,0.4854368932038835,0.5145631067961165,0.029126213592232997
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,LCK,57,0.43859649122807015,0.43859649122807015,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,MAP2K1,31,0.4032258064516129,0.5483870967741935,0.14516129032258063
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,MAPK1,36,0.4166666666666667,0.5,0.08333333333333331
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,MAPK14,82,0.5487804878048781,0.5853658536585366,0.03658536585365846
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,MAPKAPK2,34,0.6470588235294118,0.5,-0.1470588235294118
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,MET,44,0.375,0.38636363636363635,0.011363636363636354
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,PLK1,54,0.7222222222222222,0.6666666666666666,-0.05555555555555558
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,ROCK1,45,0.5444444444444444,0.5333333333333333,-0.011111111111111072
PKIS1,standard_InChI_connectivity_block_sensitivity,FGFR1,SRC,87,0.45977011494252873,0.42528735632183906,-0.03448275862068967
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,JAK2,37,0.32432432432432434,0.35135135135135137,0.02702702702702703
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,KDR,126,0.5476190476190477,0.5,-0.04761904761904767
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,KIT,114,0.6228070175438597,0.6140350877192983,-0.00877192982456143
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,LCK,90,0.5166666666666667,0.4888888888888889,-0.027777777777777846
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,MAP2K1,30,0.21666666666666667,0.4,0.18333333333333335
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,MAPK1,33,0.2727272727272727,0.2727272727272727,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,MAPK14,105,0.46190476190476193,0.5142857142857142,0.052380952380952306
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,MAPKAPK2,29,0.2413793103448276,0.2413793103448276,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,MET,56,0.5357142857142857,0.5178571428571429,-0.017857142857142794
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,PLK1,49,0.5816326530612245,0.42857142857142855,-0.15306122448979592
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,ROCK1,47,0.425531914893617,0.44680851063829785,0.021276595744680826
PKIS1,standard_InChI_connectivity_block_sensitivity,IGF1R,SRC,110,0.5772727272727273,0.5,-0.07727272727272727
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,KDR,121,0.4214876033057851,0.4297520661157025,0.008264462809917383
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,KIT,105,0.4714285714285714,0.6,0.12857142857142856
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,LCK,68,0.29411764705882354,0.6176470588235294,0.3235294117647059
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,MAP2K1,19,0.5789473684210527,0.5263157894736842,-0.052631578947368474
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,MAPK1,23,0.43478260869565216,0.43478260869565216,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,MAPK14,96,0.3125,0.5416666666666666,0.22916666666666663
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,MAPKAPK2,19,0.7368421052631579,0.3684210526315789,-0.3684210526315789
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,MET,40,0.5875,0.575,-0.012500000000000067
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,PLK1,52,0.6826923076923077,0.5961538461538461,-0.08653846153846156
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,ROCK1,30,0.5166666666666667,0.5333333333333333,0.016666666666666607
PKIS1,standard_InChI_connectivity_block_sensitivity,JAK2,SRC,103,0.2961165048543689,0.5145631067961165,0.2184466019417476
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,KIT,113,0.43805309734513276,0.5132743362831859,0.0752212389380531
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,LCK,94,0.5212765957446809,0.5212765957446809,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,MAP2K1,105,0.3619047619047619,0.5142857142857142,0.15238095238095234
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,MAPK1,107,0.35514018691588783,0.42990654205607476,0.07476635514018692
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,MAPK14,130,0.6692307692307692,0.6384615384615384,-0.03076923076923077
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,MAPKAPK2,125,0.496,0.464,-0.03199999999999997
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,MET,101,0.37623762376237624,0.48514851485148514,0.1089108910891089
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,PLK1,123,0.43089430894308944,0.5528455284552846,0.12195121951219512
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,ROCK1,121,0.5454545454545454,0.6033057851239669,0.05785123966942152
PKIS1,standard_InChI_connectivity_block_sensitivity,KDR,SRC,81,0.29012345679012347,0.2839506172839506,-0.006172839506172867
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,LCK,93,0.6182795698924731,0.6129032258064516,-0.005376344086021501
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,MAP2K1,99,0.4595959595959596,0.6464646464646465,0.1868686868686869
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,MAPK1,102,0.4117647058823529,0.6078431372549019,0.196078431372549
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,MAPK14,129,0.7248062015503876,0.7054263565891473,-0.019379844961240233
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,MAPKAPK2,103,0.6067961165048543,0.5728155339805825,-0.03398058252427183
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,MET,95,0.42105263157894735,0.5789473684210527,0.1578947368421053
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,PLK1,117,0.46153846153846156,0.6239316239316239,0.16239316239316237
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,ROCK1,109,0.6055045871559633,0.6972477064220184,0.09174311926605505
PKIS1,standard_InChI_connectivity_block_sensitivity,KIT,SRC,92,0.5815217391304348,0.5760869565217391,-0.005434782608695676
PKIS1,standard_InChI_connectivity_block_sensitivity,LCK,MAP2K1,75,0.25333333333333335,0.5866666666666667,0.3333333333333333
PKIS1,standard_InChI_connectivity_block_sensitivity,LCK,MAPK1,80,0.3125,0.475,0.16249999999999998
PKIS1,standard_InChI_connectivity_block_sensitivity,LCK,MAPK14,108,0.5833333333333334,0.5925925925925926,0.00925925925925919
PKIS1,standard_InChI_connectivity_block_sensitivity,LCK,MAPKAPK2,78,0.5448717948717948,0.5,-0.04487179487179482
PKIS1,standard_InChI_connectivity_block_sensitivity,LCK,MET,65,0.35384615384615387,0.5076923076923077,0.1538461538461538
PKIS1,standard_InChI_connectivity_block_sensitivity,LCK,PLK1,97,0.422680412371134,0.5463917525773195,0.12371134020618552
PKIS1,standard_InChI_connectivity_block_sensitivity,LCK,ROCK1,83,0.4879518072289157,0.6626506024096386,0.1746987951807229
PKIS1,standard_InChI_connectivity_block_sensitivity,LCK,SRC,60,0.4,0.35,-0.050000000000000044
PKIS1,standard_InChI_connectivity_block_sensitivity,MAP2K1,MAPK1,2,0.5,0.5,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,MAP2K1,MAPK14,78,0.2564102564102564,0.48717948717948717,0.23076923076923078
PKIS1,standard_InChI_connectivity_block_sensitivity,MAP2K1,MAPKAPK2,15,0.9,0.4666666666666667,-0.43333333333333335
PKIS1,standard_InChI_connectivity_block_sensitivity,MAP2K1,MET,35,0.45714285714285713,0.5428571428571428,0.08571428571428569
PKIS1,standard_InChI_connectivity_block_sensitivity,MAP2K1,PLK1,43,0.6511627906976745,0.627906976744186,-0.023255813953488413
PKIS1,standard_InChI_connectivity_block_sensitivity,MAP2K1,ROCK1,32,0.515625,0.625,0.109375
PKIS1,standard_InChI_connectivity_block_sensitivity,MAP2K1,SRC,90,0.22777777777777777,0.5111111111111111,0.2833333333333333
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK1,MAPK14,78,0.38461538461538464,0.6538461538461539,0.2692307692307692
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK1,MAPKAPK2,20,0.7,0.5,-0.19999999999999996
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK1,MET,38,0.42105263157894735,0.47368421052631576,0.05263157894736842
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK1,PLK1,42,0.6309523809523809,0.35714285714285715,-0.2738095238095238
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK1,ROCK1,35,0.44285714285714284,0.45714285714285713,0.01428571428571429
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK1,SRC,86,0.19767441860465115,0.4186046511627907,0.22093023255813957
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK14,MAPKAPK2,89,0.47752808988764045,0.5393258426966292,0.06179775280898875
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK14,MET,87,0.6206896551724138,0.7126436781609196,0.09195402298850575
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK14,PLK1,105,0.37142857142857144,0.4857142857142857,0.11428571428571427
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK14,ROCK1,94,0.43617021276595747,0.6063829787234043,0.17021276595744683
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPK14,SRC,119,0.48739495798319327,0.4957983193277311,0.00840336134453784
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPKAPK2,MET,42,0.7142857142857143,0.38095238095238093,-0.33333333333333337
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPKAPK2,PLK1,41,0.926829268292683,0.36585365853658536,-0.5609756097560976
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPKAPK2,ROCK1,26,0.6538461538461539,0.5,-0.15384615384615385
PKIS1,standard_InChI_connectivity_block_sensitivity,MAPKAPK2,SRC,103,0.558252427184466,0.4368932038834951,-0.12135922330097088
PKIS1,standard_InChI_connectivity_block_sensitivity,MET,PLK1,64,0.5859375,0.59375,0.0078125
PKIS1,standard_InChI_connectivity_block_sensitivity,MET,ROCK1,42,0.7619047619047619,0.7619047619047619,0.0
PKIS1,standard_InChI_connectivity_block_sensitivity,MET,SRC,82,0.3048780487804878,0.4146341463414634,0.1097560975609756
PKIS1,standard_InChI_connectivity_block_sensitivity,PLK1,ROCK1,59,0.6186440677966102,0.559322033898305,-0.05932203389830515
PKIS1,standard_InChI_connectivity_block_sensitivity,PLK1,SRC,102,0.3235294117647059,0.5,0.1764705882352941
PKIS1,standard_InChI_connectivity_block_sensitivity,ROCK1,SRC,111,0.509009009009009,0.6666666666666666,0.1576576576576576
