panel_scope,k,method,metric,observed,random_mean,observed_minus_random_mean,delta_2.5_percentile,delta_97.5_percentile,one_sided_target_panel_p,random_panels
DAVIS,3,conservative_residual_vina_deim,full_top5_overlap,0.4154285714285715,0.42671276190476193,-0.011284190476190453,-0.1158095238095238,0.12571428571428572,0.6581709145427287,2000
DAVIS,3,conservative_residual_vina_deim,held_out_target_r2,-6.41458904770235,-1.3250964924464093,-5.089492555255941,-6.530173888640422,3.844661035994255,0.8655672163918041,2000
DAVIS,3,conservative_residual_vina_deim,held_out_mean_row_spearman,0.35167600373482727,0.3171789974323062,0.03449700630252101,-0.09835667600373482,0.20047152194211018,0.35282358820589704,2000
DAVIS,3,conservative_residual_vina_deim,held_out_top5_overlap,0.4367619047619048,0.43220161904761906,0.00456028571428571,-0.09276190476190482,0.09924761904761904,0.49725137431284355,2000
DAVIS,5,raw_vina_deim,full_target_r2,0.11124069772287641,0.1715202383584536,-0.06027954063557716,-0.24614958590619176,0.3056986777929759,0.7726136931534233,2000
DAVIS,5,raw_vina_deim,full_mean_row_spearman,0.5352423916935195,0.5034808070175439,0.03176158467597564,-0.07707389903329752,0.22208478338703885,0.3798100949525237,2000
DAVIS,5,raw_vina_deim,full_top5_overlap,0.5306666666666666,0.4963716190476191,0.03429504761904755,-0.05238571428571432,0.17028571428571426,0.30434782608695654,2000
DAVIS,5,raw_vina_deim,held_out_target_r2,-6.89620286874384,-2.1770635484468293,-4.71913932029701,-7.07626707597014,4.634596675809421,0.8130934532733634,2000
DAVIS,5,raw_vina_deim,held_out_mean_row_spearman,0.43403401360544225,0.36807983163265307,0.06595418197278918,-0.0378957482993197,0.21702040816326534,0.1469265367316342,2000
DAVIS,5,raw_vina_deim,held_out_top5_overlap,0.5546666666666666,0.5036543809523809,0.05101228571428567,-0.026666666666666616,0.14173333333333318,0.11494252873563218,2000
DAVIS,5,residual_vina_deim,full_target_r2,0.3115126810048149,0.1715202383584536,0.1399924426463613,-0.04587760262425331,0.5059706610749144,0.12343828085957022,2000
DAVIS,5,residual_vina_deim,full_mean_row_spearman,0.5261310418904404,0.5034808070175439,0.022650234872896496,-0.08618524883637667,0.2129734335839597,0.42478760619690153,2000
DAVIS,5,residual_vina_deim,full_top5_overlap,0.5057142857142858,0.4963716190476191,0.00934266666666672,-0.07733809523809515,0.14533333333333343,0.4897551224387806,2000
DAVIS,5,residual_vina_deim,held_out_target_r2,0.10952433404690846,-2.1770635484468293,2.286587882493738,-0.07053987317939082,11.640323878600169,0.1549225387306347,2000
DAVIS,5,residual_vina_deim,held_out_mean_row_spearman,0.3932142857142857,0.36807983163265307,0.025134454081632625,-0.07871547619047627,0.17620068027210878,0.34632683658170915,2000
DAVIS,5,residual_vina_deim,held_out_top5_overlap,0.5053333333333333,0.5036543809523809,0.0016789523809523305,-0.07599999999999996,0.09239999999999986,0.49025487256371814,2000
DAVIS,5,sequence_diverse,full_target_r2,0.07010382076461319,0.1715202383584536,-0.10141641759384039,-0.28728646286445503,0.2645618008347127,0.8130934532733634,2000
DAVIS,5,sequence_diverse,full_mean_row_spearman,0.2903387039026137,0.5034808070175439,-0.2131421031149302,-0.32197758682420335,-0.022818904403866972,0.9845077461269365,2000
DAVIS,5,sequence_diverse,full_top5_overlap,0.36114285714285715,0.4963716190476191,-0.13522876190476188,-0.22190952380952378,0.0007619047619047969,0.9730134932533733,2000
DAVIS,5,sequence_diverse,held_out_target_r2,-0.06328136013922678,-2.1770635484468293,2.113782188307603,-0.24334556736552607,11.467518184414034,0.6906546726636682,2000
DAVIS,5,sequence_diverse,held_out_mean_row_spearman,0.1846938775510204,0.36807983163265307,-0.18338595408163266,-0.28723588435374153,-0.03231972789115651,0.992503748125937,2000
