chemical_support_sensitivity,target_sensitivity,residual_scaling,n_docking44_ligands,n_dockstring_ligands,n_targets,docking44_target,dockstring_target,descriptor,docking44_slope_per_descriptor_sd,dockstring_slope_per_descriptor_sd,docking44_target_slope_rank,dockstring_target_slope_rank
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2ydo,ADORA2A,heavy_atoms,4.4595495800410814e-05,-0.046378349209183635,4,3
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2ydo,ADORA2A,molecular_weight,0.033073559125250944,-0.03065149929557455,4,3
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2ydo,ADORA2A,labute_asa,0.0064905522552032892,-0.043388038354820468,4,3
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2ydo,ADORA2A,tpsa,0.10235327380958774,0.061938907289516322,4,4
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2ydo,ADORA2A,clogp,-0.12041809746711628,-0.1510002645534437,3,1
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2ydo,ADORA2A,rotatable_bonds,0.021354484267349115,0.044776284899232716,4,3
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,2ydo,ADORA2A,ring_count,-0.068437944517292182,-0.12174179378627634,3,3
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,3b66,AR,heavy_atoms,0.48286350882869983,0.78055634795022932,6,6
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,3b66,AR,molecular_weight,0.41739016268947854,0.75271178671875205,6,6
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,3b66,AR,labute_asa,0.47436337682189134,0.77454334957352888,6,6
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,3b66,AR,tpsa,0.22931481780664004,0.34861397846843656,6,6
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,3b66,AR,clogp,0.16520512790876818,0.43866007329475742,6,6
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,3b66,AR,rotatable_bonds,0.086628345768542114,0.33531919312563685,5,6
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,3b66,AR,ring_count,0.53927771551593595,0.65889177416029698,6,6
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,4ey7,ACHE,heavy_atoms,-0.17296441947794661,0.041044211119759713,2,4
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,4ey7,ACHE,molecular_weight,-0.09316139133741215,0.045259246748862982,3,4
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,4ey7,ACHE,labute_asa,-0.15040793428109225,0.041303463807712347,2,4
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,4ey7,ACHE,tpsa,-0.021464799057545066,0.019327392467732938,3,3
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,4ey7,ACHE,clogp,-0.12559198746590247,-0.025408863388374989,2,4
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,4ey7,ACHE,rotatable_bonds,-0.0074452921725787144,-0.09945592461112783,3,2
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,4ey7,ACHE,ring_count,-0.25284905105170924,0.10262749890314248,2,4
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,6pdj,LCK,heavy_atoms,-0.099457348017531061,-0.077014927803676303,3,2
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,6pdj,LCK,molecular_weight,-0.094059235413601353,-0.074548350138749359,2,2
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,6pdj,LCK,labute_asa,-0.10019454230423061,-0.078060444240504137,3,2
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,6pdj,LCK,tpsa,-0.071545474511944956,-0.0031232679973542607,2,2
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,6pdj,LCK,clogp,-0.038719487647923857,-0.073020868132534417,4,3
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,6pdj,LCK,rotatable_bonds,-0.051182140678297093,0.083243744574832176,2,4
primary_seeded_support,different_receptor_structure_only_6,unscaled_two_way_residual,12651,15000,6,6pdj,LCK,ring_count,-0.057517214094475223,-0.1402506662436219,4,2
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,1m2z,NR3C1,heavy_atoms,0.22353375906512835,0.41425504168088456,5,5
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,1m2z,NR3C1,molecular_weight,0.17976198747079364,0.39281370643337898,5,5
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,1m2z,NR3C1,labute_asa,0.21330364255904763,0.41093155744338666,5,5
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,1m2z,NR3C1,tpsa,0.15278642150975644,0.20224978778418626,4,5
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,1m2z,NR3C1,clogp,0.087851007230249661,0.22827932443112678,5,5
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,1m2z,NR3C1,rotatable_bonds,0.10225886059960684,0.11938134185018297,6,4
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,1m2z,NR3C1,ring_count,0.17888298263307234,0.35612459915267586,5,5
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2rh1,ADRB2,heavy_atoms,-0.43994047355875054,-0.4369822871037024,1,1
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2rh1,ADRB2,molecular_weight,-0.31888879443648172,-0.42192419324702346,1,1
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2rh1,ADRB2,labute_asa,-0.41280739901549873,-0.43635614263634565,1,1
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2rh1,ADRB2,tpsa,-0.17648496256277552,-0.18543130827778914,1,1
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2rh1,ADRB2,clogp,-0.21314010465478941,-0.24435806459054213,1,2
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2rh1,ADRB2,rotatable_bonds,-0.19763382487831291,-0.30499933223780323,1,1
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2rh1,ADRB2,ring_count,-0.48149873875741372,-0.31492267301080989,1,1
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2ydo,ADORA2A,heavy_atoms,7.5072729578511837e-05,-0.078745409331250141,4,3
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2ydo,ADORA2A,molecular_weight,0.055676527771367217,-0.052042923040663137,4,3
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2ydo,ADORA2A,labute_asa,0.010926293463603581,-0.073668185663964492,4,3
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2ydo,ADORA2A,tpsa,0.1723030433516014,0.10516555011573189,5,4
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2ydo,ADORA2A,clogp,-0.20271363969063716,-0.25638208008993696,3,1
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2ydo,ADORA2A,rotatable_bonds,0.035948460576973519,0.07602527780407857,4,3
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,2ydo,ADORA2A,ring_count,-0.11520946699755585,-0.20670436847982238,4,3
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,3b66,AR,heavy_atoms,0.36664918832003518,0.67346405103868734,6,6
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,3b66,AR,molecular_weight,0.31693379508857356,0.64943976239432544,6,6
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,3b66,AR,labute_asa,0.36019484574925492,0.66827603577714123,6,6
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,3b66,AR,tpsa,0.17412393001598464,0.30078415581989115,6,6
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,3b66,AR,clogp,0.1254439918249155,0.37847593036147054,6,6
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,3b66,AR,rotatable_bonds,0.065778863137929217,0.28931341444655673,5,6
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,3b66,AR,ring_count,0.40948577197856928,0.56849185146894188,6,6
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,4ey7,ACHE,heavy_atoms,-0.28652183604857412,0.049003737008542943,2,4
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,4ey7,ACHE,molecular_weight,-0.15432522466413079,0.054036176220190399,3,4
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,4ey7,ACHE,labute_asa,-0.24915619996623956,0.049313265446112878,2,4
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,4ey7,ACHE,tpsa,-0.035557218385979493,0.023075469882614316,3,3
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,4ey7,ACHE,clogp,-0.20804768373941787,-0.03033629408875364,2,4
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,4ey7,ACHE,rotatable_bonds,-0.012333396600549539,-0.11874298081560289,3,2
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,4ey7,ACHE,ring_count,-0.41885362648074875,0.12252960475766037,2,4
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,6pdj,LCK,heavy_atoms,-0.23925831383623114,-0.16202904180468397,3,2
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,6pdj,LCK,molecular_weight,-0.22627241238944518,-0.15683969440175291,2,2
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,6pdj,LCK,labute_asa,-0.24103173596663358,-0.16422866766010397,3,2
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,6pdj,LCK,tpsa,-0.17211246766124991,-0.0065709354711151104,2,2
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,6pdj,LCK,clogp,-0.093145046715021038,-0.15362607786143978,4,3
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,6pdj,LCK,rotatable_bonds,-0.12312567066497296,0.17513363388558656,2,5
primary_seeded_support,different_receptor_structure_only_6,target_standardized_two_way_residual,12651,15000,6,6pdj,LCK,ring_count,-0.13836556006275122,-0.2950685238821692,3,2
