dataset,transformation,first_mw_decile,second_mw_decile,decile_separation,first_median_molecular_weight,second_median_molecular_weight,median_mw_separation,geometry_spearman,geometry_dissimilarity,edge_correlation_rmse,edge_sign_agreement,first_pr,second_pr
DOCKSTRING-58,row_centered_residual,1,10,9,248.54300000000001,562.74000000000024,314.19700000000023,0.1737052568261509,0.8262947431738491,0.2238891563258692,0.573502722323049,19.47617340756862,23.047466293341365
DOCKSTRING-58,row_centered_residual,2,3,1,295.34199999999998,325.36800000000005,30.026000000000067,0.93995460050418767,0.060045399495812335,0.064345859624452911,0.89050211736237139,18.435612375207139,19.472537803034768
DOCKSTRING-58,row_centered_residual,2,4,2,295.34199999999998,349.76650000000006,54.42450000000008,0.8835498288285113,0.1164501711714887,0.089017029283273,0.84392014519056258,18.435612375207139,20.254654994759505
DOCKSTRING-58,row_centered_residual,2,5,3,295.34199999999998,373.46900000000011,78.127000000000123,0.78693341739383904,0.21306658260616096,0.11959971680601263,0.78765880217785844,18.435612375207139,20.783240159806041
DOCKSTRING-58,row_centered_residual,2,6,4,295.34199999999998,396.47950000000014,101.13750000000016,0.68875008268701599,0.31124991731298401,0.14439312784001312,0.75015124016938894,18.435612375207139,21.042293357080773
DOCKSTRING-58,row_centered_residual,2,7,5,295.34199999999998,421.50950000000012,126.16750000000013,0.58048768359725678,0.41951231640274322,0.16466882207812814,0.71264367816091956,18.435612375207139,22.332933545856253
DOCKSTRING-58,row_centered_residual,2,8,6,295.34199999999998,449.49250000000023,154.15050000000025,0.46602193970484834,0.5339780602951516,0.18546985721296269,0.67150635208711429,18.435612375207139,22.877338694545063
DOCKSTRING-58,row_centered_residual,2,9,7,295.34199999999998,486.47550000000024,191.13350000000025,0.36415141367418929,0.63584858632581076,0.19839292222396143,0.65396249243799154,18.435612375207139,24.521254932615516
DOCKSTRING-58,row_centered_residual,2,10,8,295.34199999999998,562.74000000000024,267.39800000000025,0.23913100727050079,0.76086899272949915,0.22116492922994677,0.58862673926194797,18.435612375207139,23.047466293341365
DOCKSTRING-58,row_centered_residual,3,4,1,325.36800000000005,349.76650000000006,24.398500000000013,0.96235948075896172,0.037640519241038284,0.048511757841073762,0.91591046581972169,19.472537803034768,20.254654994759505
DOCKSTRING-58,row_centered_residual,3,5,2,325.36800000000005,373.46900000000011,48.101000000000056,0.90312941814946102,0.096870581850538984,0.077966136603379976,0.86448880822746521,19.472537803034768,20.783240159806041
DOCKSTRING-58,row_centered_residual,3,6,3,325.36800000000005,396.47950000000014,71.111500000000092,0.8244394588131676,0.1755605411868324,0.10507592036241295,0.82335148215366005,19.472537803034768,21.042293357080773
DOCKSTRING-58,row_centered_residual,3,7,4,325.36800000000005,421.50950000000012,96.141500000000065,0.72307502062718576,0.27692497937281424,0.12962764291183873,0.77616454930429524,19.472537803034768,22.332933545856253
DOCKSTRING-58,row_centered_residual,3,8,5,325.36800000000005,449.49250000000023,124.12450000000018,0.60179554779044919,0.39820445220955081,0.1548875205958829,0.72413793103448276,19.472537803034768,22.877338694545063
DOCKSTRING-58,row_centered_residual,3,9,6,325.36800000000005,486.47550000000024,161.10750000000019,0.47819797444667389,0.52180202555332611,0.17360366899476895,0.69207501512401692,19.472537803034768,24.521254932615516
DOCKSTRING-58,row_centered_residual,3,10,7,325.36800000000005,562.74000000000024,237.37200000000018,0.30959103072250194,0.69040896927749806,0.20368356847549407,0.60012099213551118,19.472537803034768,23.047466293341365
DOCKSTRING-58,row_centered_residual,4,5,1,349.76650000000006,373.46900000000011,23.702500000000043,0.95155856516840243,0.048441434831597574,0.05357917925395337,0.91107078039927403,20.254654994759505,20.783240159806041
DOCKSTRING-58,row_centered_residual,4,6,2,349.76650000000006,396.47950000000014,46.713000000000079,0.8966550453803932,0.1033449546196068,0.078903492302560746,0.87114337568058076,20.254654994759505,21.042293357080773
DOCKSTRING-58,row_centered_residual,4,7,3,349.76650000000006,421.50950000000012,71.743000000000052,0.80706713260068486,0.19293286739931514,0.10530934906397481,0.81548699334543251,20.254654994759505,22.332933545856253
DOCKSTRING-58,row_centered_residual,4,8,4,349.76650000000006,449.49250000000023,99.72600000000017,0.68933259939800284,0.31066740060199716,0.13293503015347458,0.7562008469449486,20.254654994759505,22.877338694545063
DOCKSTRING-58,row_centered_residual,4,9,5,349.76650000000006,486.47550000000024,136.70900000000017,0.56014022952762599,0.43985977047237401,0.15494439036988608,0.72655777374470665,20.254654994759505,24.521254932615516
DOCKSTRING-58,row_centered_residual,4,10,6,349.76650000000006,562.74000000000024,212.97350000000017,0.36573061413169866,0.63426938586830128,0.19026627127855888,0.62613430127041747,20.254654994759505,23.047466293341365
DOCKSTRING-58,row_centered_residual,5,6,1,373.46900000000011,396.47950000000014,23.010500000000036,0.95403714318031896,0.045962856819681042,0.051474371431360133,0.91167574107683003,20.783240159806041,21.042293357080773
DOCKSTRING-58,row_centered_residual,5,7,2,373.46900000000011,421.50950000000012,48.040500000000009,0.89458011603637877,0.10541988396362123,0.076414265447714402,0.8669086509376891,20.783240159806041,22.332933545856253
DOCKSTRING-58,row_centered_residual,5,8,3,373.46900000000011,449.49250000000023,76.023500000000126,0.7856034908249041,0.2143965091750959,0.10790862722990842,0.79673321234119787,20.783240159806041,22.877338694545063
DOCKSTRING-58,row_centered_residual,5,9,4,373.46900000000011,486.47550000000024,113.00650000000013,0.64674936397351801,0.35325063602648199,0.13532062915381771,0.75499092558983671,20.783240159806041,24.521254932615516
DOCKSTRING-58,row_centered_residual,5,10,5,373.46900000000011,562.74000000000024,189.27100000000013,0.41853870451894631,0.58146129548105363,0.17772369441744271,0.63762855414398067,20.783240159806041,23.047466293341365
DOCKSTRING-58,row_centered_residual,6,7,1,396.47950000000014,421.50950000000012,25.029999999999973,0.95144497795662042,0.048555022043379581,0.05082390891043298,0.9140955837870538,21.042293357080773,22.332933545856253
DOCKSTRING-58,row_centered_residual,6,8,2,396.47950000000014,449.49250000000023,53.01300000000009,0.87592894867371884,0.12407105132628116,0.080166154152635213,0.83908045977011492,21.042293357080773,22.877338694545063
DOCKSTRING-58,row_centered_residual,6,9,3,396.47950000000014,486.47550000000024,89.996000000000095,0.75633139178100017,0.24366860821899983,0.10984392198952071,0.79854809437386565,21.042293357080773,24.521254932615516
DOCKSTRING-58,row_centered_residual,6,10,4,396.47950000000014,562.74000000000024,166.26050000000009,0.5107166039263793,0.4892833960736207,0.15999334730139769,0.67392619479733817,21.042293357080773,23.047466293341365
DOCKSTRING-58,row_centered_residual,7,8,1,421.50950000000012,449.49250000000023,27.983000000000118,0.93710724464406914,0.062892755355930863,0.05345135601029484,0.88263762855414396,22.332933545856253,22.877338694545063
DOCKSTRING-58,row_centered_residual,7,9,2,421.50950000000012,486.47550000000024,64.966000000000122,0.84084896516239582,0.15915103483760418,0.0836702209489045,0.84331518451300669,22.332933545856253,24.521254932615516
DOCKSTRING-58,row_centered_residual,7,10,3,421.50950000000012,562.74000000000024,141.23050000000012,0.59497864394101285,0.40502135605898715,0.13943086830097046,0.70417422867513613,22.332933545856253,23.047466293341365
DOCKSTRING-58,row_centered_residual,8,9,1,449.49250000000023,486.47550000000024,36.983000000000004,0.93122630813410001,0.068773691865899989,0.052962825969521628,0.89655172413793105,22.877338694545063,24.521254932615516
DOCKSTRING-58,row_centered_residual,8,10,2,449.49250000000023,562.74000000000024,113.2475,0.6991267884459661,0.3008732115540339,0.116468713133872,0.75378100423472472,22.877338694545063,23.047466293341365
DOCKSTRING-58,row_centered_residual,9,10,1,486.47550000000024,562.74000000000024,76.264499999999998,0.81130371003576229,0.18869628996423771,0.090137011618054902,0.80278281911675742,24.521254932615516,23.047466293341365
