dataset,repetition,first_ligands,second_ligands,first_chemical_groups,second_chemical_groups,chemical_group_overlap,first_median_molecular_weight,second_median_molecular_weight,absolute_median_mw_difference,mw_ks_statistic,transformation,geometry_spearman,geometry_dissimilarity,sign_flip_fraction,top_positive_10pct_pair_jaccard,first_pr,second_pr,first_mean_signed_correlation,second_mean_signed_correlation,first_mean_absolute_correlation,second_mean_absolute_correlation
DOCKSTRING-58,9,7500,7500,5891,6014,0,385.84000000000003,384.4665000000001,1.3734999999999218,0.019733333333333332,raw,0.9976298363628401,0.0023701636371599166,0.003629764065335753,0.8444444444444444,2.237929537485155,2.2582283580036058,0.619944295236958,0.6155635187823494,0.6262062473119051,0.6225015805174383
DOCKSTRING-58,9,7500,7500,5891,6014,0,385.84000000000003,384.4665000000001,1.3734999999999218,0.019733333333333332,row_centered_residual,0.9942976100573682,0.005702389942631836,0.02722323049001815,0.9080459770114943,17.88772643297802,17.90366669518969,-0.0024144711466256414,-0.002135962594641658,0.15660650873793286,0.1567985874914335
DOCKSTRING-58,9,7500,7500,5891,6014,0,385.84000000000003,384.4665000000001,1.3734999999999218,0.019733333333333332,group_heldout_descriptor_adjusted_residual,0.9884968272814584,0.011503172718541621,0.04658197217180883,0.8547486033519553,28.247618392741497,28.540632819215187,-0.01223636547069843,-0.012168406976095888,0.10797036507278295,0.10724588742924274
DOCKSTRING-58,10,7501,7499,6080,5825,0,384.85200000000003,385.4240000000001,0.5720000000000596,0.012563858001135254,raw,0.997491875444397,0.0025081245556030085,0.0054446460980036296,0.8547486033519553,2.2976674426708317,2.2020021687470033,0.6091910502469019,0.6259293196553085,0.6166272445369079,0.63184256346196
DOCKSTRING-58,10,7501,7499,6080,5825,0,384.85200000000003,385.4240000000001,0.5720000000000596,0.012563858001135254,row_centered_residual,0.9941970386281166,0.005802961371883408,0.030852994555353903,0.8757062146892656,17.698312394177563,18.102450405127538,-0.0023496390772671546,-0.0022131476266175226,0.1580980858628241,0.15537271452706353
DOCKSTRING-58,10,7501,7499,6080,5825,0,384.85200000000003,385.4240000000001,0.5720000000000596,0.012563858001135254,group_heldout_descriptor_adjusted_residual,0.987938477044833,0.012061522955167048,0.05263157894736842,0.8342541436464088,28.026213212617133,28.786361154625272,-0.01224530064172377,-0.012170951843348064,0.10887777629210478,0.10636655772157637
DOCKSTRING-58,11,7499,7501,5840,6065,0,385.4280000000001,384.51600000000013,0.9119999999999777,0.014495840257703826,raw,0.9976918971230211,0.0023081028769789125,0.0030248033877797943,0.8651685393258427,2.2322179889449787,2.2635697167951827,0.6196501263605182,0.615956563273777,0.6266926330781147,0.6220745852464783
DOCKSTRING-58,11,7499,7501,5840,6065,0,385.4280000000001,384.51600000000013,0.9119999999999777,0.014495840257703826,row_centered_residual,0.9934034664469465,0.006596533553053452,0.030852994555353903,0.9302325581395349,17.92956394667861,17.86266927566999,-0.0021621865606619075,-0.0023955045634539264,0.1566086642444075,0.1568539883125204
DOCKSTRING-58,11,7499,7501,5840,6065,0,385.4280000000001,384.51600000000013,0.9119999999999777,0.014495840257703826,group_heldout_descriptor_adjusted_residual,0.9868520510851424,0.013147948914857599,0.04900181488203267,0.8241758241758241,28.745059718189435,28.051695050974498,-0.012232190684652061,-0.012185149327090711,0.10635123416895605,0.10888754271674515
DOCKSTRING-58,12,7499,7501,5871,6034,0,385.5480000000002,384.46500000000015,1.0830000000000268,0.015556426943225368,raw,0.997123913241273,0.00287608675872697,0.004839685420447671,0.8547486033519553,2.2028130341421632,2.29763179589344,0.6250354169295329,0.6100188096406245,0.6315740698097589,0.6167347646879915
