panel,transformation,control_design,repetition,ligands,observed_exact_support_spearman,observed_target_label_qap_p_two_sided,observed_target_label_qap_permutations,control_spearman,observed_minus_control_spearman,equal_n_row_disjoint_vina_self_spearman,descriptor_mean_difference_rms_iqr_units,descriptor_max_abs_mean_difference_iqr_units,unique_murcko_source_groups,mean_difference_iqr_units_heavy_atoms,mean_difference_iqr_units_molecular_weight,mean_difference_iqr_units_labute_asa,mean_difference_iqr_units_tpsa,mean_difference_iqr_units_clogp,mean_difference_iqr_units_rotatable_bonds,mean_difference_iqr_units_ring_count
DAVIS,row_centered_residual,uniform_scaffold_distinct,6,56,0.306565422604,0.000399960004,10000,0.336139141477,-0.0295737188728,0.522663617251,0.511792726895,0.964285714286,56,-0.438492063492,-0.439197992666,-0.443414812955,-0.0850551205983,-0.546835799803,-0.125,-0.964285714286
DAVIS,raw,seven_descriptor_nearest_256_scaffold_distinct,6,56,0.157592818755,0.129687031297,10000,0.187035663264,-0.0294428445089,0.800757386789,0.014011495257,0.0189782245263,56,0.015873015873,0.00719767506422,0.0189782245263,0.00354158620932,-0.00774750895626,0.0178571428571,-0.0178571428571
DAVIS,row_centered_residual,seven_descriptor_nearest_256_scaffold_distinct,6,56,0.306565422604,0.000399960004,10000,0.164718344763,0.141847077841,0.522663617251,0.014011495257,0.0189782245263,56,0.015873015873,0.00719767506422,0.0189782245263,0.00354158620932,-0.00774750895626,0.0178571428571,-0.0178571428571
DAVIS,raw,uniform_random_rows,7,56,0.157592818755,0.129687031297,10000,0.0757665382759,0.0818262804793,0.758815392639,0.539684887169,1.01785714286,56,-0.507936507937,-0.500790120289,-0.500670895759,-0.327980725345,-0.3676757303,-0.0238095238095,-1.01785714286
DAVIS,row_centered_residual,uniform_random_rows,7,56,0.306565422604,0.000399960004,10000,0.225201737649,0.0813636849556,0.561329864947,0.539684887169,1.01785714286,56,-0.507936507937,-0.500790120289,-0.500670895759,-0.327980725345,-0.3676757303,-0.0238095238095,-1.01785714286
DAVIS,raw,mw_20_quantile_matched,7,56,0.157592818755,0.129687031297,10000,0.121658087485,0.0359347312702,0.758815392639,0.199541144522,0.446428571429,56,-0.0198412698413,0.0238785196889,0.00833653539132,-0.0205561211951,-0.228326993251,0.160714285714,-0.446428571429
DAVIS,row_centered_residual,mw_20_quantile_matched,7,56,0.306565422604,0.000399960004,10000,0.158669616739,0.147895805865,0.561329864947,0.199541144522,0.446428571429,56,-0.0198412698413,0.0238785196889,0.00833653539132,-0.0205561211951,-0.228326993251,0.160714285714,-0.446428571429
DAVIS,raw,seven_descriptor_nearest_256,7,56,0.157592818755,0.129687031297,10000,0.0611086095247,0.0964842092305,0.758815392639,0.0166312595278,0.0265611460691,56,0.0218253968254,-0.00585764946622,0.0190859154449,0.00120686023242,-0.0265611460691,-0.00595238095238,-0.0178571428571
DAVIS,row_centered_residual,seven_descriptor_nearest_256,7,56,0.306565422604,0.000399960004,10000,0.155098431127,0.151466991477,0.561329864947,0.0166312595278,0.0265611460691,56,0.0218253968254,-0.00585764946622,0.0190859154449,0.00120686023242,-0.0265611460691,-0.00595238095238,-0.0178571428571
DAVIS,raw,uniform_scaffold_distinct,7,56,0.157592818755,0.129687031297,10000,0.0743217371304,0.0832710816248,0.758815392639,0.65728970018,1.14285714286,56,-0.642857142857,-0.639492407049,-0.658031964252,-0.353241407155,-0.533098576374,-0.232142857143,-1.14285714286
DAVIS,row_centered_residual,uniform_scaffold_distinct,7,56,0.306565422604,0.000399960004,10000,0.0406313068324,0.265934115772,0.561329864947,0.65728970018,1.14285714286,56,-0.642857142857,-0.639492407049,-0.658031964252,-0.353241407155,-0.533098576374,-0.232142857143,-1.14285714286
DAVIS,raw,seven_descriptor_nearest_256_scaffold_distinct,7,56,0.157592818755,0.129687031297,10000,0.143172018802,0.0144207999534,0.758815392639,0.0247951581686,0.0357142857143,56,-0.0277777777778,-0.0330130179258,-0.0173971740059,-0.00273408699926,-0.0170174694413,0.0238095238095,-0.0357142857143
