calibration_ligands,repetition,covariance_estimator,selected_k,selected_cumulative_trace_fraction,geometry_spearman_to_full,locked_k,mean_squared_canonical_correlation,minimum_canonical_correlation,maximum_principal_angle_degrees,sample_full_roc_auc,sample_full_average_precision,selected_kernel_roc_auc,selected_kernel_average_precision,selected_unit_diagonal_roc_auc,selected_unit_diagonal_average_precision,locked_kernel_roc_auc,locked_kernel_average_precision,locked_unit_diagonal_roc_auc,locked_unit_diagonal_average_precision
100,5,empirical,5,0.557681359105763,0.869597204179734,5,0.824707848394392,0.701478777930925,45.4542327060218,0.718857142857143,0.289965378909615,0.690666666666667,0.282183168473516,0.691809523809524,0.274719804062744,0.690666666666667,0.282183168473516,0.691809523809524,0.274719804062744
100,5,OAS,5,0.505255654721945,0.871182318798742,5,0.825701034061747,0.707170335428815,44.9948500656318,0.723047619047619,0.293694834794416,0.695619047619048,0.300275975486779,0.694095238095238,0.274951364870858,0.695619047619048,0.300275975486779,0.694095238095238,0.274951364870858
100,6,empirical,4,0.527893370536276,0.853091717076286,5,0.755284497916264,0.449196399800546,63.3078625221386,0.680761904761905,0.208942523374238,0.685333333333333,0.233400314659586,0.696380952380952,0.286720160381363,0.690666666666667,0.225078903831031,0.68952380952381,0.227968461685396
100,6,OAS,5,0.536819535385185,0.855756319244884,5,0.756994726478404,0.450782509414616,63.2060999675994,0.68,0.209881035455526,0.688,0.222082290631915,0.689142857142857,0.222961649755882,0.688,0.222082290631915,0.689142857142857,0.222961649755882
100,7,empirical,5,0.551402952429938,0.784956282503816,5,0.675057711924881,0.328410318985036,70.8276833017009,0.711619047619048,0.201999852965187,0.65447619047619,0.207725634408174,0.646095238095238,0.24980936375458,0.65447619047619,0.207725634408174,0.646095238095238,0.24980936375458
100,7,OAS,6,0.549725373583455,0.790448197282036,5,0.670350662020098,0.286742549383749,73.3369626690762,0.711238095238095,0.205717255485689,0.708571428571429,0.19992524112512,0.703619047619048,0.23277232767587,0.657904761904762,0.202818521752366,0.651428571428571,0.232412547389908
100,8,empirical,5,0.557548332123276,0.821828567929422,5,0.71130387695396,0.327116204659708,70.9061659912753,0.758857142857143,0.29647908834438,0.745904761904762,0.266732263478519,0.740571428571429,0.215864320236667,0.745904761904762,0.266732263478519,0.740571428571429,0.215864320236667
100,8,OAS,5,0.507828619662805,0.825859587887695,5,0.711835918621879,0.339928816627408,70.1274627447988,0.760761904761905,0.306925211615346,0.747428571428571,0.269475766776947,0.737142857142857,0.215049128292371,0.747428571428571,0.269475766776947,0.737142857142857,0.215049128292371
100,9,empirical,5,0.541366891724079,0.841838453026108,5,0.829153719351912,0.708066131097256,44.9222125181384,0.768380952380952,0.326792960354957,0.738666666666667,0.312228880514122,0.734857142857143,0.287331238422143,0.738666666666667,0.312228880514122,0.734857142857143,0.287331238422143
100,9,OAS,6,0.544216367170687,0.846040931298578,5,0.832089226359719,0.712624473828437,44.5511470855834,0.771809523809524,0.328721764258194,0.770666666666667,0.339961922439423,0.773333333333333,0.351949624824565,0.743238095238095,0.317196220887311,0.739047619047619,0.279502587878155
