evaluation_identity,representation,roc_auc,average_precision
QEIJYXMTALGXJH-LJAQVGFWSA-N,docking_target_prior,0.85,0.25
QLCDVXBLLOIZEO-UTKZUKDTSA-N,docking_target_prior,0.95,0.5
QUKIIQWKXMTFAE-UHFFFAOYSA-N,docking_target_prior,0.15789473684210525,0.08333333333333333
QVWIVWPIJUYRRF-UHFFFAOYSA-N,docking_target_prior,0.050000000000000044,0.05
RGYLSTMWQZFYAE-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
RITAVMQDGBJQJZ-FMIVXFBMSA-N,docking_target_prior,0.5125,0.2916440422322775
RLXHHNOPSKGTDC-UHFFFAOYSA-N,docking_target_prior,,
RNXPIGAWEIQILT-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
ROZXJVHSZADRDQ-UHFFFAOYSA-N,docking_target_prior,0.19999999999999996,0.058823529411764705
RPSIDICSSBFGPU-UHFFFAOYSA-N,docking_target_prior,,
RTDGHNXXZKSIDE-OAHLLOKOSA-N,docking_target_prior,0.42105263157894735,0.17261904761904762
SAYGKHKXGCPTLX-UHFFFAOYSA-N,docking_target_prior,0.5185185185185185,0.18845315904139434
SIXVRXARNAVBTC-UHFFFAOYSA-N,docking_target_prior,0.10526315789473689,0.07941176470588235
SJMSBWUNRHAZIS-UHFFFAOYSA-N,docking_target_prior,0.44444444444444436,0.16566113624937157
SLIYJTVHXLYNJL-UHFFFAOYSA-N,docking_target_prior,,
SPESUKLLJMFRNX-UHFFFAOYSA-N,docking_target_prior,,
SUDAHWBOROXANE-SECBINFHSA-N,docking_target_prior,0.8,0.2
TWOLOZGQZKJZKJ-UHFFFAOYSA-N,docking_target_prior,0.47500000000000003,0.2821015585721468
TXXYVBLFLGPQOR-GDBMZVCRSA-N,docking_target_prior,,
TXXYVBLFLGPQOR-GOEBONIOSA-N,docking_target_prior,0.65,0.125
UHBZCEYZFPBQEU-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
UJLAWZDWDVHWOW-YPMHNXCESA-N,docking_target_prior,0.6,0.1111111111111111
UJPJYIXFJSSTRL-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
VBJULRMRDQBSIN-UHFFFAOYSA-N,docking_target_prior,,
VBVQRWCLJVUBMP-UHFFFAOYSA-N,docking_target_prior,0.39473684210526316,0.11437908496732026
VFCFJSWYTMMESK-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
VNDDOAWIHYNTOI-UHFFFAOYSA-N,docking_target_prior,0.5,0.26633986928104575
VQYHPUHKYSSEOB-ZDUSSCGKSA-N,docking_target_prior,0.65,0.125
VRFCECOEWLDCBE-UHFFFAOYSA-N,docking_target_prior,0.336734693877551,0.3035552682611506
VYPFXAQENHJVIR-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
WHARNYOKNQYQGR-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
WLALQQYUBWGRLL-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
WNZMTWAJENZPDM-UHFFFAOYSA-N,docking_target_prior,0.368421052631579,0.13095238095238093
WOZKSDHVBUBBLG-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
WQQPBXGJFFKXKX-UHFFFAOYSA-N,docking_target_prior,0.6323529411764705,0.27976190476190477
WXOGYBWIHWKUMA-UHFFFAOYSA-N,docking_target_prior,0.5306122448979591,0.3732223658694247
WYSOLHCQRQBXQP-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
XCAXPNXUNVKBEX-UHFFFAOYSA-N,docking_target_prior,0.375,0.26069094304388424
XDLYKKIQACFMJG-WKILWMFISA-N,docking_target_prior,,
XGMKXFYSDRBOQV-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
XNOBOZRCPWKBSS-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
XWODEDHTMYVLNJ-SNVBAGLBSA-N,docking_target_prior,0.0,0.047619047619047616
XYASHXPUZJDWIO-UHFFFAOYSA-N,docking_target_prior,0.9,0.3333333333333333
XYKNCRFMAKMJKI-UHFFFAOYSA-N,docking_target_prior,0.95,0.5
YDRWIFAFQIMEOP-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
YJFKREHADGLMHG-UHFFFAOYSA-N,docking_target_prior,0.38181818181818183,0.4181487466781585
YOELZIQOLWZLQC-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
YVFNRXBPVWUZRV-UHFFFAOYSA-N,docking_target_prior,,
YVNIOYKTDJGJGM-UHFFFAOYSA-N,docking_target_prior,,
YXAQBFXRVSBMEL-UHFFFAOYSA-N,docking_target_prior,0.19999999999999996,0.058823529411764705
YYZTVTZCYVZGRB-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
ZNCKHZJGGNFHHC-UHFFFAOYSA-N,docking_target_prior,0.5735294117647058,0.28318250377073906
ZOLVPLVVVCAWCK-UHFFFAOYSA-N,docking_target_prior,0.0,0.047619047619047616
ZOTNSCLLJKXGSD-UHFFFAOYSA-N,docking_target_prior,0.48750000000000004,0.25268522327345855
ZRDJTQFOUXSKBC-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
ZTWJDVNPCLUQPU-UHFFFAOYSA-N,docking_target_prior,0.85,0.25
ZZAALKZEEDABCI-UHFFFAOYSA-N,docking_target_prior,,
