evaluation_identity,representation,roc_auc,average_precision
WXOGYBWIHWKUMA-UHFFFAOYSA-N,target_centered_unscaled,0.5918367346938775,0.5218864468864468
WYSOLHCQRQBXQP-UHFFFAOYSA-N,target_centered_unscaled,0.8,0.2
XCAXPNXUNVKBEX-UHFFFAOYSA-N,target_centered_unscaled,0.225,0.18477925583188742
XDLYKKIQACFMJG-WKILWMFISA-N,target_centered_unscaled,,
XGMKXFYSDRBOQV-UHFFFAOYSA-N,target_centered_unscaled,0.9,0.3333333333333333
XNOBOZRCPWKBSS-UHFFFAOYSA-N,target_centered_unscaled,0.7,0.14285714285714285
XWODEDHTMYVLNJ-SNVBAGLBSA-N,target_centered_unscaled,0.25,0.0625
XYASHXPUZJDWIO-UHFFFAOYSA-N,target_centered_unscaled,0.0,0.047619047619047616
XYKNCRFMAKMJKI-UHFFFAOYSA-N,target_centered_unscaled,1.0,1.0
YDRWIFAFQIMEOP-UHFFFAOYSA-N,target_centered_unscaled,0.8,0.2
YJFKREHADGLMHG-UHFFFAOYSA-N,target_centered_unscaled,0.5363636363636364,0.5812789549631655
YOELZIQOLWZLQC-UHFFFAOYSA-N,target_centered_unscaled,1.0,1.0
YVFNRXBPVWUZRV-UHFFFAOYSA-N,target_centered_unscaled,,
YVNIOYKTDJGJGM-UHFFFAOYSA-N,target_centered_unscaled,,
YXAQBFXRVSBMEL-UHFFFAOYSA-N,target_centered_unscaled,0.19999999999999996,0.058823529411764705
YYZTVTZCYVZGRB-UHFFFAOYSA-N,target_centered_unscaled,0.6,0.1111111111111111
ZNCKHZJGGNFHHC-UHFFFAOYSA-N,target_centered_unscaled,0.5882352941176471,0.4806985294117647
ZOLVPLVVVCAWCK-UHFFFAOYSA-N,target_centered_unscaled,0.8,0.2
ZOTNSCLLJKXGSD-UHFFFAOYSA-N,target_centered_unscaled,0.4625,0.3932126696832579
ZRDJTQFOUXSKBC-UHFFFAOYSA-N,target_centered_unscaled,0.09999999999999998,0.05263157894736842
ZTWJDVNPCLUQPU-UHFFFAOYSA-N,target_centered_unscaled,0.5,0.09090909090909091
ZZAALKZEEDABCI-UHFFFAOYSA-N,target_centered_unscaled,,
AHJRHEGDXFFMBM-UHFFFAOYSA-N,column_standardized,,
AJLPDJZYNSSQJO-UHFFFAOYSA-N,column_standardized,0.48888888888888893,0.29771057402636353
ANERBUIPYRATIP-VLIAUNLRSA-N,column_standardized,,
AQJWACKPYCXBCF-SFHVURJKSA-N,column_standardized,0.5111111111111111,0.5337301587301587
ASKIKAANLSSJGL-UHFFFAOYSA-N,column_standardized,0.65,0.125
ASUBFYXRDNJNOB-UHFFFAOYSA-N,column_standardized,,
AXWDQRXGOKDXJT-UHFFFAOYSA-N,column_standardized,1.0,1.0
BAVKHKJJAGWXBX-UHFFFAOYSA-N,column_standardized,0.42592592592592593,0.16085668717247664
BBQOARXEMKNYLC-UHFFFAOYSA-N,column_standardized,,
BSBQPLUISHJULY-UHFFFAOYSA-N,column_standardized,0.22448979591836735,0.25276250851217685
BURBAFXROHRDAV-UHFFFAOYSA-N,column_standardized,0.75,0.16666666666666666
BVFBTDPKGZCIBA-UHFFFAOYSA-N,column_standardized,0.5185185185185185,0.21190476190476187
CCZQCOZJIRYKNS-UHFFFAOYSA-N,column_standardized,,
CNJVEOVFYHCDGZ-UHFFFAOYSA-N,column_standardized,,
COKWOGHRTHBMJL-UHFFFAOYSA-N,column_standardized,0.5441176470588236,0.23950534759358288
CXEXTPDLKDYOMC-UHFFFAOYSA-N,column_standardized,0.55,0.1
CYGVOJDKMSFPSA-UHFFFAOYSA-N,column_standardized,0.411764705882353,0.2121732026143791
DANPUZSWWCDWEM-UHFFFAOYSA-N,column_standardized,0.5263157894736843,0.55
DIJIJDANNOSBAG-LLVKDONJSA-N,column_standardized,0.35,0.07142857142857142
DJNZZLZKAXGMMC-UHFFFAOYSA-N,column_standardized,0.6842105263157894,0.19444444444444442
DKXHSOUZPMHNIZ-UHFFFAOYSA-N,column_standardized,0.5185185185185185,0.18062678062678064
DKXUHTCPDJKABE-UHFFFAOYSA-N,column_standardized,0.19999999999999996,0.058823529411764705
DTRYLKVJZPTTIX-UHFFFAOYSA-N,column_standardized,0.27941176470588236,0.1670343137254902
DUACVOORSOOZRH-UHFFFAOYSA-N,column_standardized,0.36764705882352944,0.38057359307359306
DWBXNQKRJAOIHK-NRFANRHFSA-N,column_standardized,0.5789473684210527,0.16025641025641024
FAICIPSJBXCWEZ-UHFFFAOYSA-N,column_standardized,0.6666666666666667,0.25
FBHNLBFMQWTPTN-WBVHZDCISA-N,column_standardized,,
FISKNRRMNMXILF-UHFFFAOYSA-N,column_standardized,0.35000000000000003,0.2345422379478107
FLUPOKVTJQLXSE-UHFFFAOYSA-N,column_standardized,0.2636363636363636,0.37356134878193703
FMTCKHIVPRUMEG-UHFFFAOYSA-N,column_standardized,0.050000000000000044,0.05
FOHZGCHKLPIBBX-UHFFFAOYSA-N,column_standardized,0.8,0.2
FTHCHPDGJBUELK-UHFFFAOYSA-N,column_standardized,0.4473684210526316,0.12237762237762238
FUWKNYZEQAGYBA-UHFFFAOYSA-N,column_standardized,,
GALNGZPXDPAWDR-QGZVFWFLSA-N,column_standardized,0.6617647058823529,0.4608516483516484
GBRORGYPYNNDGL-UHFFFAOYSA-N,column_standardized,0.4736842105263158,0.13392857142857142
GFMMXOIFOQCCGU-UHFFFAOYSA-N,column_standardized,,
GIWGYHXKKYZEQA-UHFFFAOYSA-N,column_standardized,0.3157894736842105,0.11011904761904762
GVVAOKGDOGVPSI-UHFFFAOYSA-N,column_standardized,0.7625000000000001,0.6482142857142857
GWTAEVKZCDFFEX-UHFFFAOYSA-N,column_standardized,0.6578947368421053,0.24358974358974358
HABRRQSUPGOZTD-UHFFFAOYSA-N,column_standardized,,
HCRQPXYLXXLKPT-UHFFFAOYSA-N,column_standardized,0.55,0.1
HEKAIDKUDLCBRU-UHFFFAOYSA-N,column_standardized,0.050000000000000044,0.05
HESLKTSGTIBHJU-UHFFFAOYSA-N,column_standardized,0.7499999999999999,0.39017857142857143
HNQXYQNMPSACKT-UHFFFAOYSA-N,column_standardized,0.6296296296296295,0.4658119658119658
HVNQYDHDQBJAAH-UHFFFAOYSA-N,column_standardized,0.7,0.14285714285714285
HZJDBCYRQSJNLZ-UHFFFAOYSA-N,column_standardized,0.5263157894736843,0.14285714285714285
IAUZTOZLTFSMIE-UHFFFAOYSA-N,column_standardized,0.736842105263158,0.26666666666666666
IBAYIPZJRQHHLX-OAHLLOKOSA-N,column_standardized,0.7,0.14285714285714285
IBCXZJCWDGCXQT-UHFFFAOYSA-N,column_standardized,,
IFPPYSWJNWHOLQ-UHFFFAOYSA-N,column_standardized,0.712962962962963,0.8263450608845347
IHKGTVZWLMITRF-UHFFFAOYSA-N,column_standardized,0.868421052631579,0.41666666666666663
IJMSMJUUYYSKBT-UHFFFAOYSA-N,column_standardized,,
INZKYFAYQUYDOC-UHFFFAOYSA-N,column_standardized,0.23750000000000002,0.18973856209150325
ISXAVIPPPMJTPN-UHFFFAOYSA-N,column_standardized,,
IYWBGQMZDRCNAW-UHFFFAOYSA-N,column_standardized,,
JIJYWPGTRDMEFZ-UHFFFAOYSA-N,column_standardized,,
JIQRMBNAYWCUEG-UHFFFAOYSA-N,column_standardized,0.368421052631579,0.10882352941176471
JMBATVPHKFZTAF-UHFFFAOYSA-N,column_standardized,0.5526315789473685,0.15476190476190477
JOAWBRMGMMCJGS-ZBFHGGJFSA-N,column_standardized,0.95,0.5
JONFDFIXMPXTRH-UHFFFAOYSA-N,column_standardized,,
JONPLOXVIREWEK-UHFFFAOYSA-N,column_standardized,,
KCAJXIDMCNPGHZ-UHFFFAOYSA-N,column_standardized,1.0,1.0
KCJAPLFLYYZXFD-UHFFFAOYSA-N,column_standardized,0.21052631578947373,0.08846153846153847
KFAFRWFUXQYYSW-UHFFFAOYSA-N,column_standardized,0.5441176470588236,0.2504444085326438
KFMQOHDPKOQCMU-UHFFFAOYSA-N,column_standardized,,
KJUCPVIVNLPLEE-UHFFFAOYSA-N,column_standardized,0.4444444444444444,0.43247386142122984
KKVSVOHZYJFTQM-UHFFFAOYSA-N,column_standardized,0.7894736842105263,0.26666666666666666
KPILPRJNCZJVNG-UHFFFAOYSA-N,column_standardized,0.5816326530612245,0.49429824561403507
KTEIFNKAUNYNJU-GFCCVEGCSA-N,column_standardized,0.5816326530612245,0.5879201680672268
LIHQCVPFINJLRH-UHFFFAOYSA-N,column_standardized,0.44999999999999996,0.08333333333333333
LOAIUSJMQXSEBK-UHFFFAOYSA-N,column_standardized,0.85,0.25
LVHOFIUXRMSCFN-UHFFFAOYSA-N,column_standardized,0.75,0.16666666666666666
MAOSUPNJVJGJEU-UHFFFAOYSA-N,column_standardized,0.95,0.5
MDEAKINSCUXXNF-UHFFFAOYSA-N,column_standardized,0.574074074074074,0.2962962962962963
MKVMEJKNLUWFSQ-UHFFFAOYSA-N,column_standardized,0.3888888888888889,0.3934713606540232
MNHRKQKSNCFFOW-UHFFFAOYSA-N,column_standardized,0.8157894736842105,0.6111111111111112
MUJSVAMMIKEZPF-UHFFFAOYSA-N,column_standardized,0.55,0.1
MVCOAUNKQVWQHZ-UHFFFAOYSA-N,column_standardized,0.1323529411764706,0.13792824822236588
MZTUKIVBKFNLSN-UHFFFAOYSA-N,column_standardized,0.6333333333333333,0.48870214752567687
NDRPTJVBXDZQSJ-UHFFFAOYSA-N,column_standardized,0.7,0.14285714285714285
NFLNGTZCZDPIPL-UHFFFAOYSA-N,column_standardized,0.44999999999999996,0.08333333333333333
NHJSWORVNIOXIT-UHFFFAOYSA-N,column_standardized,0.1842105263157895,0.08596491228070174
NPHKXSDZIKFIRU-UHFFFAOYSA-N,column_standardized,,
NPRGDRYIMFLLIG-HNNXBMFYSA-N,column_standardized,0.7105263157894737,0.5769230769230769
NPRGGISRWJDWPO-UHFFFAOYSA-N,column_standardized,,
NWZJBVCVSXFQRM-UHFFFAOYSA-N,column_standardized,0.55,0.1
OCINIHGZWSHFSH-UHFFFAOYSA-N,column_standardized,0.5125,0.30635706914344685
OGNYUTNQZVRGMN-UHFFFAOYSA-N,column_standardized,0.5,0.2976190476190476
OHVZOXZMVPDEDV-UHFFFAOYSA-N,column_standardized,0.4473684210526316,0.21428571428571427
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,column_standardized,0.36764705882352944,0.18020833333333333
OSVNSMJGPXYEBY-UHFFFAOYSA-N,column_standardized,0.7,0.14285714285714285
OVNJVYZXVSMONK-CQSZACIVSA-N,column_standardized,0.5192307692307692,0.5509108946608947
PDMUGYOXRHVNMO-UHFFFAOYSA-N,column_standardized,0.44999999999999996,0.08333333333333333
PTFWTMLTKFRZKM-UHFFFAOYSA-N,column_standardized,0.19999999999999996,0.058823529411764705
PXRULJZQXIUNTM-UHFFFAOYSA-N,column_standardized,,
QBUKWINFURUTNN-UHFFFAOYSA-N,column_standardized,0.6617647058823529,0.3047979797979798
QEIJYXMTALGXJH-GDLZYMKVSA-N,column_standardized,0.75,0.16666666666666666
QEIJYXMTALGXJH-LJAQVGFWSA-N,column_standardized,0.55,0.1
QLCDVXBLLOIZEO-UTKZUKDTSA-N,column_standardized,0.65,0.125
QUKIIQWKXMTFAE-UHFFFAOYSA-N,column_standardized,0.7631578947368421,0.35
QVWIVWPIJUYRRF-UHFFFAOYSA-N,column_standardized,0.15000000000000002,0.05555555555555555
RGYLSTMWQZFYAE-UHFFFAOYSA-N,column_standardized,0.44999999999999996,0.08333333333333333
RITAVMQDGBJQJZ-FMIVXFBMSA-N,column_standardized,0.7375,0.5441558441558441
RLXHHNOPSKGTDC-UHFFFAOYSA-N,column_standardized,,
RNXPIGAWEIQILT-UHFFFAOYSA-N,column_standardized,0.75,0.16666666666666666
ROZXJVHSZADRDQ-UHFFFAOYSA-N,column_standardized,0.6,0.1111111111111111
RPSIDICSSBFGPU-UHFFFAOYSA-N,column_standardized,,
RTDGHNXXZKSIDE-OAHLLOKOSA-N,column_standardized,0.8157894736842105,0.29166666666666663
SAYGKHKXGCPTLX-UHFFFAOYSA-N,column_standardized,0.7777777777777779,0.5277777777777778
SIXVRXARNAVBTC-UHFFFAOYSA-N,column_standardized,0.4736842105263158,0.14215686274509803
SJMSBWUNRHAZIS-UHFFFAOYSA-N,column_standardized,0.38888888888888884,0.1638888888888889
SLIYJTVHXLYNJL-UHFFFAOYSA-N,column_standardized,,
SPESUKLLJMFRNX-UHFFFAOYSA-N,column_standardized,,
SUDAHWBOROXANE-SECBINFHSA-N,column_standardized,1.0,1.0
TWOLOZGQZKJZKJ-UHFFFAOYSA-N,column_standardized,0.65,0.4225
TXXYVBLFLGPQOR-GDBMZVCRSA-N,column_standardized,,
TXXYVBLFLGPQOR-GOEBONIOSA-N,column_standardized,0.09999999999999998,0.05263157894736842
UHBZCEYZFPBQEU-UHFFFAOYSA-N,column_standardized,0.95,0.5
UJLAWZDWDVHWOW-YPMHNXCESA-N,column_standardized,0.95,0.5
UJPJYIXFJSSTRL-UHFFFAOYSA-N,column_standardized,1.0,1.0
VBJULRMRDQBSIN-UHFFFAOYSA-N,column_standardized,,
VBVQRWCLJVUBMP-UHFFFAOYSA-N,column_standardized,0.7631578947368421,0.5909090909090909
VFCFJSWYTMMESK-UHFFFAOYSA-N,column_standardized,1.0,1.0
VNDDOAWIHYNTOI-UHFFFAOYSA-N,column_standardized,0.5588235294117647,0.27763157894736845
VQYHPUHKYSSEOB-ZDUSSCGKSA-N,column_standardized,0.75,0.16666666666666666
VRFCECOEWLDCBE-UHFFFAOYSA-N,column_standardized,0.4489795918367347,0.3864493165687327
VYPFXAQENHJVIR-UHFFFAOYSA-N,column_standardized,0.9,0.3333333333333333
WHARNYOKNQYQGR-UHFFFAOYSA-N,column_standardized,0.65,0.125
WLALQQYUBWGRLL-UHFFFAOYSA-N,column_standardized,0.55,0.1
WNZMTWAJENZPDM-UHFFFAOYSA-N,column_standardized,0.9736842105263158,0.8333333333333333
WOZKSDHVBUBBLG-UHFFFAOYSA-N,column_standardized,0.30000000000000004,0.06666666666666667
WQQPBXGJFFKXKX-UHFFFAOYSA-N,column_standardized,0.5441176470588235,0.23472222222222222
WXOGYBWIHWKUMA-UHFFFAOYSA-N,column_standardized,0.5510204081632653,0.4777777777777778
WYSOLHCQRQBXQP-UHFFFAOYSA-N,column_standardized,0.8,0.2
XCAXPNXUNVKBEX-UHFFFAOYSA-N,column_standardized,0.25,0.19043859649122807
XDLYKKIQACFMJG-WKILWMFISA-N,column_standardized,,
XGMKXFYSDRBOQV-UHFFFAOYSA-N,column_standardized,0.95,0.5
XNOBOZRCPWKBSS-UHFFFAOYSA-N,column_standardized,0.7,0.14285714285714285
XWODEDHTMYVLNJ-SNVBAGLBSA-N,column_standardized,0.35,0.07142857142857142
XYASHXPUZJDWIO-UHFFFAOYSA-N,column_standardized,0.0,0.047619047619047616
XYKNCRFMAKMJKI-UHFFFAOYSA-N,column_standardized,1.0,1.0
YDRWIFAFQIMEOP-UHFFFAOYSA-N,column_standardized,0.8,0.2
YJFKREHADGLMHG-UHFFFAOYSA-N,column_standardized,0.5090909090909091,0.5178812415654521
YOELZIQOLWZLQC-UHFFFAOYSA-N,column_standardized,1.0,1.0
YVFNRXBPVWUZRV-UHFFFAOYSA-N,column_standardized,,
YVNIOYKTDJGJGM-UHFFFAOYSA-N,column_standardized,,
YXAQBFXRVSBMEL-UHFFFAOYSA-N,column_standardized,0.19999999999999996,0.058823529411764705
YYZTVTZCYVZGRB-UHFFFAOYSA-N,column_standardized,0.55,0.1
ZNCKHZJGGNFHHC-UHFFFAOYSA-N,column_standardized,0.5735294117647058,0.35620300751879697
ZOLVPLVVVCAWCK-UHFFFAOYSA-N,column_standardized,0.8,0.2
ZOTNSCLLJKXGSD-UHFFFAOYSA-N,column_standardized,0.4375,0.2887682252388135
ZRDJTQFOUXSKBC-UHFFFAOYSA-N,column_standardized,0.09999999999999998,0.05263157894736842
ZTWJDVNPCLUQPU-UHFFFAOYSA-N,column_standardized,0.5,0.09090909090909091
ZZAALKZEEDABCI-UHFFFAOYSA-N,column_standardized,,
AHJRHEGDXFFMBM-UHFFFAOYSA-N,target_centered_residual_scaled,,
AJLPDJZYNSSQJO-UHFFFAOYSA-N,target_centered_residual_scaled,0.5,0.3060439073596969
ANERBUIPYRATIP-VLIAUNLRSA-N,target_centered_residual_scaled,,
AQJWACKPYCXBCF-SFHVURJKSA-N,target_centered_residual_scaled,0.6,0.582010582010582
ASKIKAANLSSJGL-UHFFFAOYSA-N,target_centered_residual_scaled,0.65,0.125
ASUBFYXRDNJNOB-UHFFFAOYSA-N,target_centered_residual_scaled,,
AXWDQRXGOKDXJT-UHFFFAOYSA-N,target_centered_residual_scaled,1.0,1.0
BAVKHKJJAGWXBX-UHFFFAOYSA-N,target_centered_residual_scaled,0.40740740740740744,0.15633528265107213
BBQOARXEMKNYLC-UHFFFAOYSA-N,target_centered_residual_scaled,,
BSBQPLUISHJULY-UHFFFAOYSA-N,target_centered_residual_scaled,0.19387755102040818,0.24284098254686493
BURBAFXROHRDAV-UHFFFAOYSA-N,target_centered_residual_scaled,0.85,0.25
BVFBTDPKGZCIBA-UHFFFAOYSA-N,target_centered_residual_scaled,0.4814814814814815,0.19074074074074074
CCZQCOZJIRYKNS-UHFFFAOYSA-N,target_centered_residual_scaled,,
CNJVEOVFYHCDGZ-UHFFFAOYSA-N,target_centered_residual_scaled,,
COKWOGHRTHBMJL-UHFFFAOYSA-N,target_centered_residual_scaled,0.42647058823529416,0.2019905533063428
CXEXTPDLKDYOMC-UHFFFAOYSA-N,target_centered_residual_scaled,0.55,0.1
CYGVOJDKMSFPSA-UHFFFAOYSA-N,target_centered_residual_scaled,0.25,0.15522875816993464
DANPUZSWWCDWEM-UHFFFAOYSA-N,target_centered_residual_scaled,0.4736842105263158,0.2976190476190476
DIJIJDANNOSBAG-LLVKDONJSA-N,target_centered_residual_scaled,0.4,0.07692307692307693
DJNZZLZKAXGMMC-UHFFFAOYSA-N,target_centered_residual_scaled,0.6842105263157894,0.19444444444444442
DKXHSOUZPMHNIZ-UHFFFAOYSA-N,target_centered_residual_scaled,0.48148148148148145,0.16893939393939394
DKXUHTCPDJKABE-UHFFFAOYSA-N,target_centered_residual_scaled,0.25,0.0625
DTRYLKVJZPTTIX-UHFFFAOYSA-N,target_centered_residual_scaled,0.22058823529411767,0.15232843137254903
DUACVOORSOOZRH-UHFFFAOYSA-N,target_centered_residual_scaled,0.25,0.15929487179487178
DWBXNQKRJAOIHK-NRFANRHFSA-N,target_centered_residual_scaled,0.5789473684210527,0.16025641025641024
FAICIPSJBXCWEZ-UHFFFAOYSA-N,target_centered_residual_scaled,0.5555555555555556,0.23333333333333334
FBHNLBFMQWTPTN-WBVHZDCISA-N,target_centered_residual_scaled,,
FISKNRRMNMXILF-UHFFFAOYSA-N,target_centered_residual_scaled,0.1875,0.17739938080495357
FLUPOKVTJQLXSE-UHFFFAOYSA-N,target_centered_residual_scaled,0.2636363636363636,0.37356134878193703
FMTCKHIVPRUMEG-UHFFFAOYSA-N,target_centered_residual_scaled,0.050000000000000044,0.05
FOHZGCHKLPIBBX-UHFFFAOYSA-N,target_centered_residual_scaled,0.85,0.25
FTHCHPDGJBUELK-UHFFFAOYSA-N,target_centered_residual_scaled,0.5526315789473684,0.14835164835164835
FUWKNYZEQAGYBA-UHFFFAOYSA-N,target_centered_residual_scaled,,
GALNGZPXDPAWDR-QGZVFWFLSA-N,target_centered_residual_scaled,0.6617647058823529,0.4806818181818182
GBRORGYPYNNDGL-UHFFFAOYSA-N,target_centered_residual_scaled,0.5526315789473684,0.16666666666666669
GFMMXOIFOQCCGU-UHFFFAOYSA-N,target_centered_residual_scaled,,
GIWGYHXKKYZEQA-UHFFFAOYSA-N,target_centered_residual_scaled,0.34210526315789475,0.11904761904761904
GVVAOKGDOGVPSI-UHFFFAOYSA-N,target_centered_residual_scaled,0.65,0.49583333333333335
GWTAEVKZCDFFEX-UHFFFAOYSA-N,target_centered_residual_scaled,0.6052631578947368,0.19642857142857142
HABRRQSUPGOZTD-UHFFFAOYSA-N,target_centered_residual_scaled,,
HCRQPXYLXXLKPT-UHFFFAOYSA-N,target_centered_residual_scaled,0.5,0.09090909090909091
HEKAIDKUDLCBRU-UHFFFAOYSA-N,target_centered_residual_scaled,0.09999999999999998,0.05263157894736842
HESLKTSGTIBHJU-UHFFFAOYSA-N,target_centered_residual_scaled,0.5588235294117647,0.2422161172161172
HNQXYQNMPSACKT-UHFFFAOYSA-N,target_centered_residual_scaled,0.611111111111111,0.4603174603174603
HVNQYDHDQBJAAH-UHFFFAOYSA-N,target_centered_residual_scaled,0.7,0.14285714285714285
HZJDBCYRQSJNLZ-UHFFFAOYSA-N,target_centered_residual_scaled,0.5263157894736843,0.14285714285714285
IAUZTOZLTFSMIE-UHFFFAOYSA-N,target_centered_residual_scaled,0.763157894736842,0.2777777777777778
IBAYIPZJRQHHLX-OAHLLOKOSA-N,target_centered_residual_scaled,0.8,0.2
IBCXZJCWDGCXQT-UHFFFAOYSA-N,target_centered_residual_scaled,,
IFPPYSWJNWHOLQ-UHFFFAOYSA-N,target_centered_residual_scaled,0.7037037037037037,0.8124561719956457
IHKGTVZWLMITRF-UHFFFAOYSA-N,target_centered_residual_scaled,0.894736842105263,0.45
IJMSMJUUYYSKBT-UHFFFAOYSA-N,target_centered_residual_scaled,,
INZKYFAYQUYDOC-UHFFFAOYSA-N,target_centered_residual_scaled,0.1875,0.17679292929292928
ISXAVIPPPMJTPN-UHFFFAOYSA-N,target_centered_residual_scaled,,
IYWBGQMZDRCNAW-UHFFFAOYSA-N,target_centered_residual_scaled,,
JIJYWPGTRDMEFZ-UHFFFAOYSA-N,target_centered_residual_scaled,,
JIQRMBNAYWCUEG-UHFFFAOYSA-N,target_centered_residual_scaled,0.42105263157894735,0.1213235294117647
JMBATVPHKFZTAF-UHFFFAOYSA-N,target_centered_residual_scaled,0.6052631578947368,0.17692307692307693
JOAWBRMGMMCJGS-ZBFHGGJFSA-N,target_centered_residual_scaled,1.0,1.0
JONFDFIXMPXTRH-UHFFFAOYSA-N,target_centered_residual_scaled,,
JONPLOXVIREWEK-UHFFFAOYSA-N,target_centered_residual_scaled,,
KCAJXIDMCNPGHZ-UHFFFAOYSA-N,target_centered_residual_scaled,0.95,0.5
KCJAPLFLYYZXFD-UHFFFAOYSA-N,target_centered_residual_scaled,0.1842105263157895,0.08571428571428572
KFAFRWFUXQYYSW-UHFFFAOYSA-N,target_centered_residual_scaled,0.3382352941176471,0.17288510101010102
KFMQOHDPKOQCMU-UHFFFAOYSA-N,target_centered_residual_scaled,,
KJUCPVIVNLPLEE-UHFFFAOYSA-N,target_centered_residual_scaled,0.4444444444444444,0.42517868745938925
KKVSVOHZYJFTQM-UHFFFAOYSA-N,target_centered_residual_scaled,0.7894736842105263,0.26666666666666666
KPILPRJNCZJVNG-UHFFFAOYSA-N,target_centered_residual_scaled,0.5612244897959183,0.4355320118478013
KTEIFNKAUNYNJU-GFCCVEGCSA-N,target_centered_residual_scaled,0.5612244897959183,0.4554421768707483
LIHQCVPFINJLRH-UHFFFAOYSA-N,target_centered_residual_scaled,0.44999999999999996,0.08333333333333333
LOAIUSJMQXSEBK-UHFFFAOYSA-N,target_centered_residual_scaled,0.65,0.125
LVHOFIUXRMSCFN-UHFFFAOYSA-N,target_centered_residual_scaled,0.65,0.125
MAOSUPNJVJGJEU-UHFFFAOYSA-N,target_centered_residual_scaled,0.95,0.5
MDEAKINSCUXXNF-UHFFFAOYSA-N,target_centered_residual_scaled,0.5740740740740741,0.4600389863547758
MKVMEJKNLUWFSQ-UHFFFAOYSA-N,target_centered_residual_scaled,0.4444444444444445,0.42041678269748445
MNHRKQKSNCFFOW-UHFFFAOYSA-N,target_centered_residual_scaled,0.8157894736842105,0.6111111111111112
MUJSVAMMIKEZPF-UHFFFAOYSA-N,target_centered_residual_scaled,0.44999999999999996,0.08333333333333333
MVCOAUNKQVWQHZ-UHFFFAOYSA-N,target_centered_residual_scaled,0.11764705882352944,0.13655462184873948
MZTUKIVBKFNLSN-UHFFFAOYSA-N,target_centered_residual_scaled,0.5111111111111111,0.33779761904761907
NDRPTJVBXDZQSJ-UHFFFAOYSA-N,target_centered_residual_scaled,0.65,0.125
NFLNGTZCZDPIPL-UHFFFAOYSA-N,target_centered_residual_scaled,0.4,0.07692307692307693
NHJSWORVNIOXIT-UHFFFAOYSA-N,target_centered_residual_scaled,0.21052631578947367,0.08834586466165413
NPHKXSDZIKFIRU-UHFFFAOYSA-N,target_centered_residual_scaled,,
NPRGDRYIMFLLIG-HNNXBMFYSA-N,target_centered_residual_scaled,0.736842105263158,0.5833333333333334
NPRGGISRWJDWPO-UHFFFAOYSA-N,target_centered_residual_scaled,,
NWZJBVCVSXFQRM-UHFFFAOYSA-N,target_centered_residual_scaled,0.6,0.1111111111111111
OCINIHGZWSHFSH-UHFFFAOYSA-N,target_centered_residual_scaled,0.41250000000000003,0.23485380116959065
OGNYUTNQZVRGMN-UHFFFAOYSA-N,target_centered_residual_scaled,0.4852941176470588,0.28869047619047616
OHVZOXZMVPDEDV-UHFFFAOYSA-N,target_centered_residual_scaled,0.5,0.5476190476190477
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,target_centered_residual_scaled,0.411764705882353,0.1940972222222222
OSVNSMJGPXYEBY-UHFFFAOYSA-N,target_centered_residual_scaled,0.65,0.125
OVNJVYZXVSMONK-CQSZACIVSA-N,target_centered_residual_scaled,0.528846153846154,0.5072420634920636
PDMUGYOXRHVNMO-UHFFFAOYSA-N,target_centered_residual_scaled,0.4,0.07692307692307693
PTFWTMLTKFRZKM-UHFFFAOYSA-N,target_centered_residual_scaled,0.19999999999999996,0.058823529411764705
PXRULJZQXIUNTM-UHFFFAOYSA-N,target_centered_residual_scaled,,
QBUKWINFURUTNN-UHFFFAOYSA-N,target_centered_residual_scaled,0.6911764705882352,0.30833333333333335
QEIJYXMTALGXJH-GDLZYMKVSA-N,target_centered_residual_scaled,0.75,0.16666666666666666
QEIJYXMTALGXJH-LJAQVGFWSA-N,target_centered_residual_scaled,0.65,0.125
QLCDVXBLLOIZEO-UTKZUKDTSA-N,target_centered_residual_scaled,0.75,0.16666666666666666
QUKIIQWKXMTFAE-UHFFFAOYSA-N,target_centered_residual_scaled,0.7631578947368421,0.35
QVWIVWPIJUYRRF-UHFFFAOYSA-N,target_centered_residual_scaled,0.09999999999999998,0.05263157894736842
RGYLSTMWQZFYAE-UHFFFAOYSA-N,target_centered_residual_scaled,0.7,0.14285714285714285
RITAVMQDGBJQJZ-FMIVXFBMSA-N,target_centered_residual_scaled,0.5625,0.33630952380952384
RLXHHNOPSKGTDC-UHFFFAOYSA-N,target_centered_residual_scaled,,
RNXPIGAWEIQILT-UHFFFAOYSA-N,target_centered_residual_scaled,0.6,0.1111111111111111
ROZXJVHSZADRDQ-UHFFFAOYSA-N,target_centered_residual_scaled,0.5,0.09090909090909091
RPSIDICSSBFGPU-UHFFFAOYSA-N,target_centered_residual_scaled,,
RTDGHNXXZKSIDE-OAHLLOKOSA-N,target_centered_residual_scaled,0.7368421052631579,0.2361111111111111
SAYGKHKXGCPTLX-UHFFFAOYSA-N,target_centered_residual_scaled,0.7777777777777779,0.5277777777777778
SIXVRXARNAVBTC-UHFFFAOYSA-N,target_centered_residual_scaled,0.5789473684210527,0.5555555555555556
SJMSBWUNRHAZIS-UHFFFAOYSA-N,target_centered_residual_scaled,0.31481481481481477,0.13425925925925924
SLIYJTVHXLYNJL-UHFFFAOYSA-N,target_centered_residual_scaled,,
SPESUKLLJMFRNX-UHFFFAOYSA-N,target_centered_residual_scaled,,
