record_type,representation,experimental_margin_pkd,pair_stratum,mean_per_ligand_pairwise_concordance,pair_weighted_concordance,evaluated_ligands,evaluated_pairs,excluded_by_experimental_margin,excluded_both_censored_pairs,excluded_by_stratum,predicted_score_ties_half_credit,chance_concordance,difference_from_chance_0_5,mean_within_ligand_spearman,spearman_evaluated_ligands,top1_accuracy_allowing_experimental_ties,top1_evaluated_ligands,ligand_bootstrap_interval_95_low,ligand_bootstrap_interval_95_high,murcko_cluster_bootstrap_interval_95_low,murcko_cluster_bootstrap_interval_95_high,butina_cluster_bootstrap_interval_95_low,butina_cluster_bootstrap_interval_95_high
paired_difference,two_way_residual_minus_column_standardized,1.0,all_informative,0.006483937383868361,,,,,,,,,,,,,,-0.004641435736585668,0.017115259573815416,-0.004508281524880317,0.016636884676180096,-0.00500313694461574,0.01727193459889793
paired_difference,two_way_residual_minus_column_standardized,1.0,both_uncensored,0.011340951558436643,,,,,,,,,,,,,,-0.0191758194209059,0.04518052757940081,-0.01968538441150569,0.04478810912799033,-0.0220885056056639,0.05038452388194789
paired_difference,two_way_residual_minus_column_standardized,1.0,floor_vs_uncensored,0.009682685282335774,,,,,,,,,,,,,,-0.0009894158241829736,0.020390746800203825,-0.0015981060081946689,0.020068233712429894,-0.0013668943871422566,0.020268134283951054
paired_difference,two_way_residual_minus_target_centered_residual_scaled,0.0,all_informative,0.024564605913658732,,,,,,,,,,,,,,0.011150957340008861,0.03876525209346702,0.011534697195852353,0.03906540260935235,0.01089649694871845,0.03895970470282862
paired_difference,two_way_residual_minus_target_centered_residual_scaled,0.0,both_uncensored,0.0364538233986013,,,,,,,,,,,,,,0.003009883544512291,0.07429691955346847,0.00136433932077435,0.07513561141696952,-0.0024145388314055797,0.08257906256778802
paired_difference,two_way_residual_minus_target_centered_residual_scaled,0.0,floor_vs_uncensored,0.02676914208790117,,,,,,,,,,,,,,0.011613969964502828,0.042299709739542855,0.010957200300014602,0.042657003867586564,0.011938432724298948,0.04250072360125605
paired_difference,two_way_residual_minus_target_centered_residual_scaled,0.5,all_informative,0.027552716284767312,,,,,,,,,,,,,,0.014128296109856884,0.0421809268730748,0.013858519455389538,0.042017490519902376,0.013914099817391806,0.0417459185621267
paired_difference,two_way_residual_minus_target_centered_residual_scaled,0.5,both_uncensored,0.033935629149164745,,,,,,,,,,,,,,-0.00023280577059970405,0.07834121096824204,-0.0009694760803325809,0.07884987062497761,-0.006341447875311087,0.09176753940544688
paired_difference,two_way_residual_minus_target_centered_residual_scaled,0.5,floor_vs_uncensored,0.029679870768417303,,,,,,,,,,,,,,0.01565595227232573,0.04490802500529539,0.01563414193769494,0.04469017427955239,0.01563843767604406,0.04504223519799749
paired_difference,two_way_residual_minus_target_centered_residual_scaled,1.0,all_informative,0.029392420461180863,,,,,,,,,,,,,,0.014286754000305183,0.04622655053704329,0.014311809424789337,0.04615555852740534,0.014089571469822641,0.04605080227611771
paired_difference,two_way_residual_minus_target_centered_residual_scaled,1.0,both_uncensored,0.03129112492476006,,,,,,,,,,,,,,-0.003475863902117075,0.07487943089582107,-0.004501581614890833,0.07454729637562138,-0.008806889092597461,0.0895335269470359
paired_difference,two_way_residual_minus_target_centered_residual_scaled,1.0,floor_vs_uncensored,0.03298788143728951,,,,,,,,,,,,,,0.016723986892126508,0.05033091920025783,0.017071450071305765,0.0503719847312576,0.01694165536229217,0.05063444883056026
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,0.0,all_informative,-0.0208077727488511,,,,,,,,,,,,,,-0.036289361935522055,-0.006330215586089188,-0.03660685465357704,-0.006459414331989901,-0.03649753535067954,-0.005814990707661925
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,0.0,both_uncensored,-0.014794060592379919,,,,,,,,,,,,,,-0.06437471757950482,0.0446847976342274,-0.06330686280977624,0.04155050935891459,-0.06905080903422406,0.046542043182852
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,0.0,floor_vs_uncensored,-0.022394042272750336,,,,,,,,,,,,,,-0.03949432769646705,-0.005416355647119276,-0.03924055539554302,-0.005894496821138175,-0.039665363777868355,-0.0053045369070941805
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,0.5,all_informative,-0.024409611912435097,,,,,,,,,,,,,,-0.0398598442087053,-0.009760929685593448,-0.039738769585482545,-0.009504914966914515,-0.040481068041457374,-0.009633168232162252
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,0.5,both_uncensored,-0.012064618523789159,,,,,,,,,,,,,,-0.06621663116068492,0.05090654520145935,-0.06682934418533833,0.04960539478985711,-0.07513827984239403,0.05398968292521952
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,0.5,floor_vs_uncensored,-0.02544074353675973,,,,,,,,,,,,,,-0.04196349668027693,-0.010395499582950338,-0.04202144669405883,-0.010099607941350876,-0.041575932009626636,-0.009144709635306055
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,1.0,all_informative,-0.023923670482188228,,,,,,,,,,,,,,-0.04271007588854398,-0.006559848275234921,-0.042153185367539724,-0.007033572586629069,-0.04323265406941431,-0.006632968651216251
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,1.0,both_uncensored,-0.00177668433267255,,,,,,,,,,,,,,-0.05364149115891914,0.06232006871096434,-0.055327885045829195,0.06271787488945735,-0.06411387763825827,0.06887567154147942
paired_difference,target_centered_residual_scaled_minus_target_centered_unscaled,1.0,floor_vs_uncensored,-0.028004898973267457,,,,,,,,,,,,,,-0.0478049577205051,-0.010880535802251508,-0.046871748189099095,-0.009938496477681686,-0.04746775178064698,-0.011031050580973617
paired_difference,target_centered_unscaled_minus_absolute_vina,0.0,all_informative,-0.012992788560417242,,,,,,,,,,,,,,-0.031649554310095196,0.004264203876356231,-0.0318106002334314,0.004977946253219235,-0.03270535787714913,0.006127059933160996
paired_difference,target_centered_unscaled_minus_absolute_vina,0.0,both_uncensored,0.022447155685451005,,,,,,,,,,,,,,-0.02460488022089684,0.06957853473989092,-0.02266187197656285,0.06907999572646548,-0.021442042437523432,0.06937692932280767
paired_difference,target_centered_unscaled_minus_absolute_vina,0.0,floor_vs_uncensored,-0.017471690699402832,,,,,,,,,,,,,,-0.04082555662053857,0.003556149584128017,-0.03946121705852936,0.004632122883270117,-0.04035031092956617,0.004864940589373944
paired_difference,target_centered_unscaled_minus_absolute_vina,0.5,all_informative,-0.01653944911442247,,,,,,,,,,,,,,-0.03788418072388893,0.0031005684261213085,-0.0376396203067187,0.0031985451527973387,-0.03828124810650858,0.004162291273835135
