dataset,target,family,molecular_weight_raw_slope,molecular_weight_residual_slope,molecular_weight_residual_correlation,heavy_atoms_raw_slope,heavy_atoms_residual_slope,heavy_atoms_residual_correlation,rotatable_bonds_raw_slope,rotatable_bonds_residual_slope,rotatable_bonds_residual_correlation,imputed_cells,imputed_fraction,conditional_mw_slope_per_100_da,conditional_rotatable_bond_slope,residual_pc1_loading
DOCKSTRING-58,ACHE,Other enzyme,-0.34651997572261983,0.04594557467337261,0.054036176220190434,-0.0565327450921975,0.005844802378123661,0.04900373700854347,-0.04355089405545366,-0.032322461935229474,-0.11874298081560199,0,0.0,-0.46810898912258747,0.05764428923050259,0.059968114414874145
DOCKSTRING-58,BACE1,Protease,-0.5154919458760073,-0.12302639548001494,-0.267106973918677,-0.07884645495863359,-0.01646890748831249,-0.2549001932588766,-0.0180388835420633,-0.006810451421839,-0.046187602506435124,0,0.0,-0.8776281500822319,0.1716856113260134,-0.15887375371143672
DOCKSTRING-58,CA2,Other enzyme,-0.4003848583611039,-0.007919307965111819,-0.017507694350692132,-0.06195801259632277,0.0004195348739983403,0.0066119298776871355,-0.0037355877234149936,0.0074928443968093755,0.051742931556112204,0,0.0,-0.7214978516477,0.1522368653473277,-0.04386057111199236
DOCKSTRING-58,CYP2C9,Other enzyme,-0.6945449998978556,-0.30207944950186383,-0.49193797687393176,-0.10641011464496368,-0.04403256717464247,-0.5111891453066656,-0.06686398657448986,-0.05563555445426573,-0.28301156495976226,0,0.0,-1.0174522142936882,0.15308748990354507,-0.15735333008646796
DOCKSTRING-58,CYP3A4,Other enzyme,-0.8361904367233225,-0.44372488632733026,-0.6079120226472832,-0.12745625982291725,-0.0650787123525962,-0.6356006673807414,-0.0627579323225813,-0.0515295002023573,-0.22051872287095645,0,0.0,-1.2937431850027217,0.21692176145280295,-0.2369592978602305
DOCKSTRING-58,HSD11B1,Other enzyme,-0.18904979120319373,0.2034157591927986,0.27351118576063926,-0.032224180371070076,0.03015336709925097,0.2890312219086063,0.013937078092767504,0.025165510212991495,0.10569606742416947,0,0.0,-0.4015466425730503,0.1007429011751368,0.10681597364176561
DOCKSTRING-58,DPP4,Protease,-0.6229409033022751,-0.23047535290628263,-0.442374685132808,-0.0953841332430177,-0.03300658577269656,-0.45163212722743834,-0.04381619735577842,-0.03258776523555442,-0.19538127962724158,0,0.0,-0.9751933709640066,0.16699981816002474,-0.160929283864499
DOCKSTRING-58,DRD2,GPCR,-0.5992292036944964,-0.20676365329850402,-0.34775963866805487,-0.09362177317875865,-0.031244225708437524,-0.3746219264251733,-0.04370281495615555,-0.03247438283593156,-0.17061156936972324,0,0.0,-0.9320464758783442,0.15778576174118403,-0.06262874044103667
DOCKSTRING-58,DRD3,GPCR,-0.566513872242154,-0.1740483218461611,-0.3274961227431072,-0.0865632758855277,-0.024185728415206623,-0.32442472245842097,-0.041290532098717386,-0.030062099978493465,-0.17669254659374115,0,0.0,-0.8812627190539208,0.1492196790914151,-0.040196622725494485
DOCKSTRING-58,EGFR,Kinase,-0.522465188872261,-0.12999963847626872,-0.2542821903382759,-0.08208746186183934,-0.01970991439151818,-0.27483812977881034,-0.027271096573785156,-0.016042664453561072,-0.09801959232209863,0,0.0,-0.8546503670460847,0.15748609149207293,-0.08591641971698867
DOCKSTRING-58,F10,Protease,-0.5751663245501666,-0.1827007741541739,-0.31428555892065924,-0.08799461251460382,-0.025617065044283,-0.3141462334687101,-0.0612135885062837,-0.049985156386059694,-0.26858866867137227,0,0.0,-0.8199202130105161,0.1160356807098044,-0.10003201319853558
DOCKSTRING-58,GBA,Other enzyme,-0.6048094143396495,-0.21234386394365773,-0.3610605339953717,-0.092510942871398,-0.03013339540107694,-0.3652639590862664,-0.02871627398027417,-0.017487841860050077,-0.09288361603205215,0,0.0,-1.000410995811982,0.18755125438366133,-0.1784952751670165
DOCKSTRING-58,MAPK1,Kinase,-0.42617231041130854,-0.03370676001531574,-0.06469576168864544,-0.06776493682916752,-0.005387389358846382,-0.0737149597920356,-0.02146765495015442,-0.01023922282993043,-0.06138869603252195,0,0.0,-0.7001477440629574,0.12988936004864765,-0.02712444344659735
DOCKSTRING-58,MAPK14,Kinase,-0.33951394537751883,0.052951605018473784,0.10778754344661122,-0.05449100866259778,0.00788653880772326,0.11444434497371916,0.015740236589956606,0.026968668710180825,0.17147923869055282,0,0.0,-0.6851190769159081,0.1638483741652799,-0.024592679665714573
DOCKSTRING-58,PLK1,Kinase,-0.4938455695823144,-0.10138001918632164,-0.2046533736287656,-0.07803573225353846,-0.0156581847832172,-0.22533383105697988,-0.008751419082114647,0.0024770130381094532,0.015619151034665312,0,0.0,-0.8738482125207379,0.18015593387407214,-0.12724232239283909
DOCKSTRING-58,SRC,Kinase,-0.49967737262868206,-0.10721182223268975,-0.22395222169630205,-0.07780661999828677,-0.01542907252796556,-0.22975817113699887,-0.0020207254990561867,0.009207706621167907,0.060079562793817806,0,0.0,-0.9106649519817906,0.19484562158953597,-0.15558506697503166
DOCKSTRING-58,THRB,Nuclear receptor,0.2759740794967752,0.6684396298927681,0.5046076745224539,0.03420873014040523,0.09658627761072644,0.5197871486114687,0.06363190376677279,0.07486033588699663,0.17652492086707985,0,0.0,0.26057276984971844,0.0073016263805265325,0.23028369923322684
DOCKSTRING-58,F2,Protease,-0.5601887897109245,-0.16772323931493235,-0.33393189584420674,-0.08533206747443979,-0.022954520004118538,-0.32580018368997665,-0.03242156119921083,-0.02119312907898665,-0.13180210233686462,0,0.0,-0.9040235490593269,0.16300905617336914,-0.1659007299171061
DOCKSTRING-58,KDR,Kinase,-0.2493766180219659,0.1430889323740264,0.1615807273627849,-0.04142860956036136,0.020948937909959782,0.16864131210071395,-0.024957800324884937,-0.013729368204660935,-0.048428014157794644,0,0.0,-0.36163212377009557,0.0532193547765335,0.16426020149772233
