calibration_ligands,repetition,calibration_vs_full_map_spearman,panel_overlap_with_full_source,panel_jaccard_with_full_source,calibration_panel_index_lexicographic,top5pct_on_both_experimental_maps,DAVIS_mean_nearest_distance,DAVIS_oracle_mean_nearest_distance,DAVIS_absolute_loss_vs_oracle,DAVIS_fraction_all_panels_no_worse,DAVIS_exact_rank_best_is_1,DAVIS_median_headroom_captured,PKIS2_mean_nearest_distance,PKIS2_oracle_mean_nearest_distance,PKIS2_absolute_loss_vs_oracle,PKIS2_fraction_all_panels_no_worse,PKIS2_exact_rank_best_is_1,PKIS2_median_headroom_captured
200,12,0.913884668587,5,0.454545454545,101748,False,0.320248614865,0.250758185607,0.0694904292584,0.239417170377,48719,0.285627465264,0.418433156246,0.385165064644,0.033268091602,0.0829082510197,16870,0.433093152231
200,13,0.937185488495,6,0.6,96530,False,0.314910806301,0.250758185607,0.064152620694,0.193390338592,39352,0.340500976261,0.416820128604,0.385165064644,0.0316550639603,0.0681409405868,13863,0.460580043474
200,14,0.910269426258,6,0.6,96749,False,0.312560389412,0.250758185607,0.0618022038052,0.17436237653,35480,0.364663631298,0.428151397755,0.385165064644,0.0429863331111,0.209091355841,42545,0.26748889318
200,15,0.908430706236,5,0.454545454545,102221,False,0.307124559219,0.250758185607,0.0563663736115,0.133067964028,27077,0.42054482005,0.408761670427,0.385165064644,0.0235966057834,0.0199518403853,4059,0.597900668222
200,16,0.908517523883,4,0.333333333333,78458,False,0.358100001848,0.250758185607,0.107341816241,0.592653201632,120598,-0.103490742103,0.443320184857,0.385165064644,0.0581551202138,0.490289449113,99768,0.00900429527379
200,17,0.905949276466,8,1,110244,True,0.265664673778,0.250758185607,0.0149064881707,0.00128261831048,258,0.846758958721,0.412189974543,0.385165064644,0.027024909899,0.0358346847511,7289,0.539480452761
200,18,0.892797050792,4,0.333333333333,77788,False,0.372915263061,0.250758185607,0.122157077454,0.716074499975,145713,-0.255793955913,0.444142722892,0.385165064644,0.0589776582486,0.505376185562,102836,-0.00501221189534
200,19,0.928253637109,5,0.454545454545,96567,False,0.32359098861,0.250758185607,0.0728328030031,0.269693842449,54879,0.25126733784,0.416820128604,0.385165064644,0.0316550639603,0.0681409405868,13863,0.460580043474
200,20,0.881975943737,5,0.454545454545,101465,False,0.282361611238,0.250758185607,0.0316034256313,0.0176126590987,3583,0.675111817333,0.415469621562,0.385165064644,0.0303045569182,0.0570888004325,11616,0.483593437187
200,21,0.894611150885,4,0.333333333333,77633,False,0.350745756444,0.250758185607,0.0999875708372,0.525662194702,106966,-0.0278879434666,0.447378092181,0.385165064644,0.0622130275374,0.564735367831,114915,-0.0601447102314
200,22,0.928078706028,5,0.454545454545,78998,False,0.333390583457,0.250758185607,0.0826323978501,0.360833456189,73425,0.15052596259,0.445281650898,0.385165064644,0.0601165862547,0.527229839304,107285,-0.0244201807536
200,23,0.891957381606,6,0.6,96745,False,0.310534782821,0.250758185607,0.0597765972142,0.158258391076,32201,0.385487185423,0.414077863248,0.385165064644,0.0289127986047,0.0475404196766,9671,0.507309775587
200,24,0.933610415526,4,0.333333333333,101835,False,0.328928797175,0.250758185607,0.0781706115676,0.318959162612,64905,0.196393826843,0.418433156246,0.385165064644,0.033268091602,0.0829082510197,16870,0.433093152231
200,25,0.917515460344,6,0.6,102231,False,0.273789670159,0.250758185607,0.0230314845521,0.00538109980834,1094,0.763232718897,0.414789918985,0.385165064644,0.0296248543418,0.0524743230626,10677,0.495175948431
200,26,0.910128185608,5,0.454545454545,113527,False,0.293460932208,0.250758185607,0.0427027466008,0.0530787753698,10798,0.561009053262,0.413501106801,0.385165064644,0.0283360421576,0.0435353088604,8858,0.517138027334
200,27,0.915539387029,6,0.6,97021,False,0.321376900388,0.250758185607,0.0706187147812,0.249918914934,50855,0.274028512755,0.426453288811,0.385165064644,0.0412882241671,0.183065506905,37249,0.296425617298
200,28,0.928573696197,5,0.454545454545,97082,False,0.294078487544,0.250758185607,0.0433203019368,0.0558848100644,11371,0.554660487345,0.412939068687,0.385165064644,0.0277740040435,0.0402427637722,8186,0.526715470469
