target_a,target_b,replicated_endpoint_positive,docking_raw_column_z,docking_standard_centered,docking_within_ligand_ordinal,docking_heavy_atom_efficiency,experimental_DAVIS_centered,experimental_PKIS2_centered,experimental_PKIS1_centered,experimental_KiRHub_centered
KDR,MAPKAPK2,False,0.5938861142629164,-0.1787915466047144,-0.2098186783235161,-0.15442885617758323,-0.26778636210711054,-0.3592829657314717,-0.5562732654576699,-0.46267515706747875
KDR,MET,False,0.751430221860613,0.44506224577581344,0.46949049324785846,0.4311393234587684,-0.06653332956283371,0.07861137218370838,-0.12396824771182635,-0.130340972610661
KDR,PLK1,False,0.5336414142187932,-0.31744335025948056,-0.19643000787488343,-0.31972882983550616,-0.2944674478540634,-0.22646445193518225,-0.22419708217317114,-0.4767939239855069
KDR,ROCK1,False,0.5051217079088494,-0.37776281996801003,-0.3478177185889288,-0.3254245720087341,-0.26159064292653655,-0.23364609694959332,-0.25689622355930647,-0.39186704159285923
KDR,SRC,False,0.48812708180035486,-0.39999502672287024,-0.3541259437171225,-0.37976543711372784,-0.270125638112196,0.0417937716475562,0.3233371779426897,0.016096373266211956
KIT,LCK,False,0.7050133202108207,-0.24896212406131676,-0.1916040772502414,-0.2409626929823535,0.21675110026427374,0.28276260636756556,0.18698081484580134,0.31013131105625785
KIT,MAP2K1,False,0.6995625038129786,-0.2375191729757928,-0.19048405181472755,-0.12711439105177647,-0.14584252795687686,-0.1953773559250013,-0.4671885878948663,-0.23977265936163186
KIT,MAPK1,False,0.7121679049404027,-0.08662286103593377,-0.05542296291381736,-0.11528151855436876,-0.515052368486689,-0.39035885292381195,-0.4897097695238733,-0.42255968170290054
KIT,MAPK14,False,0.7006189380210199,-0.09296902608503187,-0.11373786476392296,-0.13672721566155033,-0.16676139987820665,-0.14816844710839533,-0.25824466225305714,-0.015257811306367561
KIT,MAPKAPK2,False,0.7532398965654423,-0.14265675879904832,-0.19083394036738335,-0.1377528944415245,-0.5512250606744894,-0.3011896090739295,-0.5841411291808856,-0.4858674012587061
KIT,MET,False,0.7440279460610234,0.1463905358175138,0.16438704138111693,0.14153012123227401,-0.23783575344923286,-0.06990565963705704,-0.09639163432849074,-0.2863002969184736
