scheme,repetition,raw_pr,residual_pr,pr_increase,residual_to_raw_ratio,raw_pc1_fraction,residual_pc1_fraction,raw_mean_squared_correlation,residual_mean_squared_correlation,n_ligands,n_targets
within_exact_heavy_atom_count,20,1.6556609161456186,9.448653637207531,7.792992721061912,5.706877262769488,0.7732227085818225,0.271261405007463,0.5945595599959654,0.08454554593056057,12651,43
global,21,1.504266440222345,6.866937204592352,5.362670764370007,4.564974010573122,0.8119890572578539,0.3348731250988378,0.6567943216489941,0.12528307647300665,12651,43
within_exact_heavy_atom_count,21,1.6470689297806476,9.484187686610333,7.837118756829685,5.758221477636284,0.7753289674325159,0.2702111534484089,0.5977853015787934,0.08413957606488363,12651,43
global,22,1.508027518201799,6.918596102114329,5.41056858391253,4.587844730024686,0.8109246908469772,0.33335740039483164,0.6550968697756109,0.12416985071945709,12651,43
within_exact_heavy_atom_count,22,1.6447492901915222,9.485663222663492,7.840913932471969,5.767239590393097,0.7758828378731139,0.2702493896702764,0.5986619555308367,0.08412278411422798,12651,43
global,23,1.5100705828323637,6.951598949140743,5.441528366308379,4.603492729526574,0.8103722968455128,0.3317053206521364,0.6541783367904859,0.12346731584994367,12651,43
within_exact_heavy_atom_count,23,1.6505508836324643,9.423510206554692,7.772959322922228,5.709312145418879,0.7744620865653548,0.2717662049451026,0.5964740033219552,0.0848346545665334,12651,43
global,24,1.507287984271715,6.998527535372252,5.491239551100536,4.643125672333791,0.8111729857105615,0.33011302369344037,0.6554299675768575,0.12247975184666851,12651,43
within_exact_heavy_atom_count,24,1.648643538330433,9.497887194045706,7.849243655715274,5.7610314014053845,0.7749648044873043,0.2697216508194432,0.5971916204683511,0.08398387306840047,12651,43
global,25,1.5136374809569517,6.85143979708713,5.337802316130178,4.526473401514551,0.8093434992352124,0.33574173162900245,0.6525806532903796,0.12562031198131154,12651,43
within_exact_heavy_atom_count,25,1.651924251302548,9.4591498246626,7.807225573360052,5.726140176950624,0.7741359363739505,0.27080758082367173,0.5959583154253844,0.08442531153901572,12651,43
